mavpackettype,time_usec,xacc,yacc,zacc,xgyro,ygyro,zgyro,xmag,ymag,zmag,abs_pressure,diff_pressure,pressure_alt,temperature,fields_updated,id,time_boot_ms,q1,q2,q3,q4,rollspeed,pitchspeed,yawspeed,repr_offset_q,x,y,z,vx,vy,vz,fix_type,lat,lon,alt,eph,epv,vel,cog,satellites_visible,alt_ellipsoid,h_acc,v_acc,vel_acc,hdg_acc,yaw,type,autopilot,base_mode,custom_mode,system_status,mavlink_version,data
ATTITUDE_QUATERNION,35101003,-0.04390908405184746,-0.0068915667943656445,1.0067567825317383,0.33570361137390137,0.6256294250488281,-0.47303688526153564,0.4384051561355591,-0.3807469606399536,-0.5863580107688904,0.0,0.0,0.0,-2048.0,0,0,35101,0.4722139835357666,-0.051305100321769714,0.0643373653292656,0.877634584903717,0.005859133321791887,0.010919293388724327,-0.008256050758063793,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630718,-1220337813,0,65535,65535,3,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
LOCAL_POSITION_NED,35101003,-0.04390908405184746,-0.0068915667943656445,1.0067567825317383,0.33570361137390137,0.6256294250488281,-0.47303688526153564,0.4384051561355591,-0.3807469606399536,-0.5863580107688904,0.0,0.0,0.0,-2048.0,0,0,35101,0.4722139835357666,-0.051305100321769714,0.0643373653292656,0.877634584903717,0.005859133321791887,0.010919293388724327,-0.008256050758063793,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630718,-1220337813,0,65535,65535,3,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
HIGHRES_IMU,35152006,-0.046736203134059906,-0.0045340522192418575,1.0033243894577026,0.10681478679180145,0.9002960324287415,0.13733328878879547,0.4065791368484497,-0.374279260635376,-0.544842004776001,0.0,0.0,0.0,-2096.0,0,0,35101,0.4722139835357666,-0.051305100321769714,0.0643373653292656,0.877634584903717,0.005859133321791887,0.010919293388724327,-0.008256050758063793,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630718,-1220337813,0,65535,65535,3,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
ATTITUDE_QUATERNION,35152006,-0.046736203134059906,-0.0045340522192418575,1.0033243894577026,0.10681478679180145,0.9002960324287415,0.13733328878879547,0.4065791368484497,-0.374279260635376,-0.544842004776001,0.0,0.0,0.0,-2096.0,0,0,35152,0.4719384014606476,-0.05062540993094444,0.06556282192468643,0.8777316212654114,0.001864269725047052,0.015713129192590714,0.002396918134763837,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630718,-1220337813,0,65535,65535,3,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
LOCAL_POSITION_NED,35152006,-0.046736203134059906,-0.0045340522192418575,1.0033243894577026,0.10681478679180145,0.9002960324287415,0.13733328878879547,0.4065791368484497,-0.374279260635376,-0.544842004776001,0.0,0.0,0.0,-2096.0,0,0,35152,0.4719384014606476,-0.05062540993094444,0.06556282192468643,0.8777316212654114,0.001864269725047052,0.015713129192590714,0.002396918134763837,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630718,-1220337813,0,65535,65535,3,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
GPS_RAW_INT,35161006,-0.046736203134059906,-0.0045340522192418575,1.0033243894577026,0.10681478679180145,0.9002960324287415,0.13733328878879547,0.4065791368484497,-0.374279260635376,-0.544842004776001,0.0,0.0,0.0,-2096.0,0,0,35152,0.4719384014606476,-0.05062540993094444,0.06556282192468643,0.8777316212654114,0.001864269725047052,0.015713129192590714,0.002396918134763837,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630718,-1220337811,0,65535,65535,2,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
HIGHRES_IMU,35203416,-0.04747452959418297,-0.004411439411342144,1.0057463645935059,0.13733328878879547,0.6714072227478027,-0.16785180568695068,0.44527769088745117,-0.39424991607666016,-0.5521258115768433,0.0,0.0,0.0,-2112.0,0,0,35152,0.4719384014606476,-0.05062540993094444,0.06556282192468643,0.8777316212654114,0.001864269725047052,0.015713129192590714,0.002396918134763837,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630718,-1220337811,0,65535,65535,2,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
ATTITUDE_QUATERNION,35203416,-0.04747452959418297,-0.004411439411342144,1.0057463645935059,0.13733328878879547,0.6714072227478027,-0.16785180568695068,0.44527769088745117,-0.39424991607666016,-0.5521258115768433,0.0,0.0,0.0,-2112.0,0,0,35203,0.47163471579551697,-0.04993772879242897,0.06637430191040039,0.8778731822967529,0.002396918134763837,0.011718266643583775,-0.0029295666608959436,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630718,-1220337811,0,65535,65535,2,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
LOCAL_POSITION_NED,35203416,-0.04747452959418297,-0.004411439411342144,1.0057463645935059,0.13733328878879547,0.6714072227478027,-0.16785180568695068,0.44527769088745117,-0.39424991607666016,-0.5521258115768433,0.0,0.0,0.0,-2112.0,0,0,35204,0.47163471579551697,-0.04993772879242897,0.06637430191040039,0.8778731822967529,0.002396918134763837,0.011718266643583775,-0.0029295666608959436,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630718,-1220337811,0,65535,65535,2,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
HIGHRES_IMU,35254004,-0.04937707632780075,-0.004781587049365044,1.003157138824463,0.07629626989364624,0.5951109528541565,-0.3967406153678894,0.4592679738998413,-0.3608105182647705,-0.5418636798858643,0.0,0.0,0.0,-2112.0,0,0,35204,0.47163471579551697,-0.04993772879242897,0.06637430191040039,0.8778731822967529,0.002396918134763837,0.011718266643583775,-0.0029295666608959436,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630718,-1220337811,0,65535,65535,2,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
ATTITUDE_QUATERNION,35254004,-0.04937707632780075,-0.004781587049365044,1.003157138824463,0.07629626989364624,0.5951109528541565,-0.3967406153678894,0.4592679738998413,-0.3608105182647705,-0.5418636798858643,0.0,0.0,0.0,-2112.0,0,0,35254,0.4719468653202057,-0.0504349060356617,0.0673418715596199,0.8776033520698547,0.0013316210824996233,0.010386645793914795,-0.0069244299083948135,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630718,-1220337811,0,65535,65535,2,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
LOCAL_POSITION_NED,35254004,-0.04937707632780075,-0.004781587049365044,1.003157138824463,0.07629626989364624,0.5951109528541565,-0.3967406153678894,0.4592679738998413,-0.3608105182647705,-0.5418636798858643,0.0,0.0,0.0,-2112.0,0,0,35254,0.4719468653202057,-0.0504349060356617,0.0673418715596199,0.8776033520698547,0.0013316210824996233,0.010386645793914795,-0.0069244299083948135,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630718,-1220337811,0,65535,65535,2,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
GPS_RAW_INT,35262003,-0.04937707632780075,-0.004781587049365044,1.003157138824463,0.07629626989364624,0.5951109528541565,-0.3967406153678894,0.4592679738998413,-0.3608105182647705,-0.5418636798858643,0.0,0.0,0.0,-2112.0,0,0,35254,0.4719468653202057,-0.0504349060356617,0.0673418715596199,0.8776033520698547,0.0013316210824996233,0.010386645793914795,-0.0069244299083948135,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630719,-1220337810,0,65535,65535,3,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
HIGHRES_IMU,35305006,-0.04613098129630089,-0.005876131821423769,1.0048333406448364,0.12207403779029846,0.6714072227478027,-0.2594073414802551,0.4311903715133667,-0.39764928817749023,-0.5451368093490601,0.0,0.0,0.0,-2080.0,0,0,35254,0.4719468653202057,-0.0504349060356617,0.0673418715596199,0.8776033520698547,0.0013316210824996233,0.010386645793914795,-0.0069244299083948135,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630719,-1220337810,0,65535,65535,3,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
ATTITUDE_QUATERNION,35305006,-0.04613098129630089,-0.005876131821423769,1.0048333406448364,0.12207403779029846,0.6714072227478027,-0.2594073414802551,0.4311903715133667,-0.39764928817749023,-0.5451368093490601,0.0,0.0,0.0,-2080.0,0,0,35305,0.47252699732780457,-0.050860896706581116,0.06724763661623001,0.8772737383842468,0.0021305938716977835,0.011718266643583775,-0.00452751200646162,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630719,-1220337810,0,65535,65535,3,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
LOCAL_POSITION_NED,35305006,-0.04613098129630089,-0.005876131821423769,1.0048333406448364,0.12207403779029846,0.6714072227478027,-0.2594073414802551,0.4311903715133667,-0.39764928817749023,-0.5451368093490601,0.0,0.0,0.0,-2080.0,0,0,35305,0.47252699732780457,-0.050860896706581116,0.06724763661623001,0.8772737383842468,0.0021305938716977835,0.011718266643583775,-0.00452751200646162,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630719,-1220337810,0,65535,65535,3,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
HIGHRES_IMU,35356003,-0.046700380742549896,-0.0036446228623390198,1.0056208372116089,0.22888882458209991,0.7171849608421326,-0.30518507957458496,0.4454101324081421,-0.3673657178878784,-0.5829529762268066,0.0,0.0,0.0,-2096.0,0,0,35305,0.47252699732780457,-0.050860896706581116,0.06724763661623001,0.8772737383842468,0.0021305938716977835,0.011718266643583775,-0.00452751200646162,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630719,-1220337810,0,65535,65535,3,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
ATTITUDE_QUATERNION,35356003,-0.046700380742549896,-0.0036446228623390198,1.0056208372116089,0.22888882458209991,0.7171849608421326,-0.30518507957458496,0.4454101324081421,-0.3673657178878784,-0.5829529762268066,0.0,0.0,0.0,-2096.0,0,0,35356,0.4724527895450592,-0.05034201592206955,0.0672239363193512,0.8773455023765564,0.0039948634803295135,0.012517238967120647,-0.005326484329998493,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630719,-1220337810,0,65535,65535,3,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
LOCAL_POSITION_NED,35356003,-0.046700380742549896,-0.0036446228623390198,1.0056208372116089,0.22888882458209991,0.7171849608421326,-0.30518507957458496,0.4454101324081421,-0.3673657178878784,-0.5829529762268066,0.0,0.0,0.0,-2096.0,0,0,35356,0.4724527895450592,-0.05034201592206955,0.0672239363193512,0.8773455023765564,0.0039948634803295135,0.012517238967120647,-0.005326484329998493,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630719,-1220337810,0,65535,65535,3,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
GPS_RAW_INT,35363443,-0.046700380742549896,-0.0036446228623390198,1.0056208372116089,0.22888882458209991,0.7171849608421326,-0.30518507957458496,0.4454101324081421,-0.3673657178878784,-0.5829529762268066,0.0,0.0,0.0,-2096.0,0,0,35356,0.4724527895450592,-0.05034201592206955,0.0672239363193512,0.8773455023765564,0.0039948634803295135,0.012517238967120647,-0.005326484329998493,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630719,-1220337810,0,65535,65535,1,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
HIGHRES_IMU,35407004,-0.05077793449163437,-0.0031317640095949173,1.003345012664795,0.1831110566854477,0.8850367665290833,-0.3509628474712372,0.4312680959701538,-0.39089107513427734,-0.5622857809066772,0.0,0.0,0.0,-2080.0,0,0,35356,0.4724527895450592,-0.05034201592206955,0.0672239363193512,0.8773455023765564,0.0039948634803295135,0.012517238967120647,-0.005326484329998493,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630719,-1220337810,0,65535,65535,1,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
ATTITUDE_QUATERNION,35407004,-0.05077793449163437,-0.0031317640095949173,1.003345012664795,0.1831110566854477,0.8850367665290833,-0.3509628474712372,0.4312680959701538,-0.39089107513427734,-0.5622857809066772,0.0,0.0,0.0,-2080.0,0,0,35407,0.4725704491138458,-0.05023778975009918,0.0675487220287323,0.8772631883621216,0.003195890923961997,0.015446805395185947,-0.006125457119196653,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630719,-1220337810,0,65535,65535,1,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
LOCAL_POSITION_NED,35407004,-0.05077793449163437,-0.0031317640095949173,1.003345012664795,0.1831110566854477,0.8850367665290833,-0.3509628474712372,0.4312680959701538,-0.39089107513427734,-0.5622857809066772,0.0,0.0,0.0,-2080.0,0,0,35407,0.4725704491138458,-0.05023778975009918,0.0675487220287323,0.8772631883621216,0.003195890923961997,0.015446805395185947,-0.006125457119196653,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630719,-1220337810,0,65535,65535,1,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
HIGHRES_IMU,35458006,-0.04859811067581177,-0.0076611218973994255,0.9989231824874878,0.04577776417136192,0.808740496635437,-0.22888882458209991,0.4558345079421997,-0.39087092876434326,-0.5556485056877136,0.0,0.0,0.0,-2160.0,0,0,35407,0.4725704491138458,-0.05023778975009918,0.0675487220287323,0.8772631883621216,0.003195890923961997,0.015446805395185947,-0.006125457119196653,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630719,-1220337810,0,65535,65535,1,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
ATTITUDE_QUATERNION,35458006,-0.04859811067581177,-0.0076611218973994255,0.9989231824874878,0.04577776417136192,0.808740496635437,-0.22888882458209991,0.4558345079421997,-0.39087092876434326,-0.5556485056877136,0.0,0.0,0.0,-2160.0,0,0,35458,0.4723542630672455,-0.04970991238951683,0.06814178079366684,0.8773636817932129,0.0007989727309904993,0.014115184545516968,-0.0039948634803295135,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630719,-1220337810,0,65535,65535,1,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
LOCAL_POSITION_NED,35458006,-0.04859811067581177,-0.0076611218973994255,0.9989231824874878,0.04577776417136192,0.808740496635437,-0.22888882458209991,0.4558345079421997,-0.39087092876434326,-0.5556485056877136,0.0,0.0,0.0,-2160.0,0,0,35458,0.4723542630672455,-0.04970991238951683,0.06814178079366684,0.8773636817932129,0.0007989727309904993,0.014115184545516968,-0.0039948634803295135,"[0.0, 0.0, 0.0, 0.0]",0.19214655458927155,-0.1280878633260727,0.0,0.0,0.0,0.0,3,369630719,-1220337810,0,65535,65535,1,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
