mavpackettype,index,frequency,time_boot_ms,q1,q2,q3,q4,rollspeed,pitchspeed,yawspeed,repr_offset_q,x,y,z,vx,vy,vz,time_usec,fix_type,lat,lon,alt,eph,epv,vel,cog,satellites_visible,alt_ellipsoid,h_acc,v_acc,vel_acc,hdg_acc,yaw,type,autopilot,base_mode,custom_mode,system_status,mavlink_version,data
RAW_RPM,0,0.0,266795,0.651761531829834,0.0033450410701334476,0.009942425414919853,-0.7583515048027039,-0.00452751200646162,0.010386645793914795,-0.005326484329998493,"[0.0, 0.0, 0.0, 0.0]",0.05418612062931061,0.6782200336456299,0.0,6.511341052828357e-05,0.00042822008254006505,0.0,266755002,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
RAW_RPM,1,0.0,266795,0.651761531829834,0.0033450410701334476,0.009942425414919853,-0.7583515048027039,-0.00452751200646162,0.010386645793914795,-0.005326484329998493,"[0.0, 0.0, 0.0, 0.0]",0.05418612062931061,0.6782200336456299,0.0,6.511341052828357e-05,0.00042822008254006505,0.0,266755002,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
RAW_RPM,2,0.00906007457524538,266795,0.651761531829834,0.0033450410701334476,0.009942425414919853,-0.7583515048027039,-0.00452751200646162,0.010386645793914795,-0.005326484329998493,"[0.0, 0.0, 0.0, 0.0]",0.05418612062931061,0.6782200336456299,0.0,6.511341052828357e-05,0.00042822008254006505,0.0,266755002,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
ATTITUDE_QUATERNION,2,0.00906007457524538,266846,0.651633083820343,0.0036612460389733315,0.009630091488361359,-0.7584644556045532,-0.00452751200646162,0.011984591372311115,-0.005060160532593727,"[0.0, 0.0, 0.0, 0.0]",0.05418612062931061,0.6782200336456299,0.0,6.511341052828357e-05,0.00042822008254006505,0.0,266755002,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
LOCAL_POSITION_NED,2,0.00906007457524538,266846,0.651633083820343,0.0036612460389733315,0.009630091488361359,-0.7584644556045532,-0.00452751200646162,0.011984591372311115,-0.005060160532593727,"[0.0, 0.0, 0.0, 0.0]",0.05418877676129341,0.6782374978065491,0.0,6.91047971486114e-05,0.0004526478296611458,0.0,266755002,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
GPS_RAW_INT,2,0.00906007457524538,266846,0.651633083820343,0.0036612460389733315,0.009630091488361359,-0.7584644556045532,-0.00452751200646162,0.011984591372311115,-0.005060160532593727,"[0.0, 0.0, 0.0, 0.0]",0.05418877676129341,0.6782374978065491,0.0,6.91047971486114e-05,0.0004526478296611458,0.0,266856003,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
RAW_RPM,0,0.0,266846,0.651633083820343,0.0036612460389733315,0.009630091488361359,-0.7584644556045532,-0.00452751200646162,0.011984591372311115,-0.005060160532593727,"[0.0, 0.0, 0.0, 0.0]",0.05418877676129341,0.6782374978065491,0.0,6.91047971486114e-05,0.0004526478296611458,0.0,266856003,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
RAW_RPM,1,0.0007669904152862728,266846,0.651633083820343,0.0036612460389733315,0.009630091488361359,-0.7584644556045532,-0.00452751200646162,0.011984591372311115,-0.005060160532593727,"[0.0, 0.0, 0.0, 0.0]",0.05418877676129341,0.6782374978065491,0.0,6.91047971486114e-05,0.0004526478296611458,0.0,266856003,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
RAW_RPM,2,0.010095511563122272,266846,0.651633083820343,0.0036612460389733315,0.009630091488361359,-0.7584644556045532,-0.00452751200646162,0.011984591372311115,-0.005060160532593727,"[0.0, 0.0, 0.0, 0.0]",0.05418877676129341,0.6782374978065491,0.0,6.91047971486114e-05,0.0004526478296611458,0.0,266856003,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
ATTITUDE_QUATERNION,2,0.010095511563122272,266897,0.6514102816581726,0.002968296641483903,0.008404215797781944,-0.7586732506752014,-0.005859133321791887,0.011718266643583775,-0.005859133321791887,"[0.0, 0.0, 0.0, 0.0]",0.05418877676129341,0.6782374978065491,0.0,6.91047971486114e-05,0.0004526478296611458,0.0,266856003,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
LOCAL_POSITION_NED,2,0.010095511563122272,266897,0.6514102816581726,0.002968296641483903,0.008404215797781944,-0.7586732506752014,-0.005859133321791887,0.011718266643583775,-0.005859133321791887,"[0.0, 0.0, 0.0, 0.0]",0.05419182777404785,0.6782575249671936,0.0,6.223305535968393e-05,0.00040619075298309326,0.0,266856003,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
RAW_RPM,0,0.0,266897,0.6514102816581726,0.002968296641483903,0.008404215797781944,-0.7586732506752014,-0.005859133321791887,0.011718266643583775,-0.005859133321791887,"[0.0, 0.0, 0.0, 0.0]",0.05419182777404785,0.6782575249671936,0.0,6.223305535968393e-05,0.00040619075298309326,0.0,266856003,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
RAW_RPM,1,0.0,266897,0.6514102816581726,0.002968296641483903,0.008404215797781944,-0.7586732506752014,-0.005859133321791887,0.011718266643583775,-0.005859133321791887,"[0.0, 0.0, 0.0, 0.0]",0.05419182777404785,0.6782575249671936,0.0,6.223305535968393e-05,0.00040619075298309326,0.0,266856003,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
RAW_RPM,2,0.009577793069183826,266897,0.6514102816581726,0.002968296641483903,0.008404215797781944,-0.7586732506752014,-0.005859133321791887,0.011718266643583775,-0.005859133321791887,"[0.0, 0.0, 0.0, 0.0]",0.05419182777404785,0.6782575249671936,0.0,6.223305535968393e-05,0.00040619075298309326,0.0,266856003,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
ATTITUDE_QUATERNION,2,0.009577793069183826,266948,0.6515886187553406,0.002917348872870207,0.008994419127702713,-0.7585135698318481,-0.009853996336460114,0.014647833071649075,-0.010386645793914795,"[0.0, 0.0, 0.0, 0.0]",0.05419182777404785,0.6782575249671936,0.0,6.223305535968393e-05,0.00040619075298309326,0.0,266856003,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
LOCAL_POSITION_NED,2,0.009577793069183826,266948,0.6515886187553406,0.002917348872870207,0.008994419127702713,-0.7585135698318481,-0.009853996336460114,0.014647833071649075,-0.010386645793914795,"[0.0, 0.0, 0.0, 0.0]",0.05419481173157692,0.6782770752906799,0.0,6.542182381963357e-05,0.00042817305075004697,0.0,266856003,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
GPS_RAW_INT,2,0.009577793069183826,266948,0.6515886187553406,0.002917348872870207,0.008994419127702713,-0.7585135698318481,-0.009853996336460114,0.014647833071649075,-0.010386645793914795,"[0.0, 0.0, 0.0, 0.0]",0.05419481173157692,0.6782770752906799,0.0,6.542182381963357e-05,0.00042817305075004697,0.0,266957005,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
RAW_RPM,0,0.0,266948,0.6515886187553406,0.002917348872870207,0.008994419127702713,-0.7585135698318481,-0.009853996336460114,0.014647833071649075,-0.010386645793914795,"[0.0, 0.0, 0.0, 0.0]",0.05419481173157692,0.6782770752906799,0.0,6.542182381963357e-05,0.00042817305075004697,0.0,266957005,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
RAW_RPM,1,-0.0007669904152862728,266948,0.6515886187553406,0.002917348872870207,0.008994419127702713,-0.7585135698318481,-0.009853996336460114,0.014647833071649075,-0.010386645793914795,"[0.0, 0.0, 0.0, 0.0]",0.05419481173157692,0.6782770752906799,0.0,6.542182381963357e-05,0.00042817305075004697,0.0,266957005,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
RAW_RPM,2,0.009577793069183826,266948,0.6515886187553406,0.002917348872870207,0.008994419127702713,-0.7585135698318481,-0.009853996336460114,0.014647833071649075,-0.010386645793914795,"[0.0, 0.0, 0.0, 0.0]",0.05419481173157692,0.6782770752906799,0.0,6.542182381963357e-05,0.00042817305075004697,0.0,266957005,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
ATTITUDE_QUATERNION,2,0.009577793069183826,266999,0.651528000831604,0.002771515166386962,0.008873307146131992,-0.7585676908493042,-0.0034622149541974068,0.010652968659996986,-0.00905502401292324,"[0.0, 0.0, 0.0, 0.0]",0.05419481173157692,0.6782770752906799,0.0,6.542182381963357e-05,0.00042817305075004697,0.0,266957005,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
LOCAL_POSITION_NED,2,0.009577793069183826,266999,0.651528000831604,0.002771515166386962,0.008873307146131992,-0.7585676908493042,-0.0034622149541974068,0.010652968659996986,-0.00905502401292324,"[0.0, 0.0, 0.0, 0.0]",0.054197438061237335,0.67829430103302,0.0,3.268951331847347e-05,0.00021408979955594987,0.0,266957005,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
HEARTBEAT,2,0.009577793069183826,266999,0.651528000831604,0.002771515166386962,0.008873307146131992,-0.7585676908493042,-0.0034622149541974068,0.010652968659996986,-0.00905502401292324,"[0.0, 0.0, 0.0, 0.0]",0.054197438061237335,0.67829430103302,0.0,3.268951331847347e-05,0.00021408979955594987,0.0,266957005,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
RAW_RPM,0,0.0007669904152862728,266999,0.651528000831604,0.002771515166386962,0.008873307146131992,-0.7585676908493042,-0.0034622149541974068,0.010652968659996986,-0.00905502401292324,"[0.0, 0.0, 0.0, 0.0]",0.054197438061237335,0.67829430103302,0.0,3.268951331847347e-05,0.00021408979955594987,0.0,266957005,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
RAW_RPM,1,-0.0007669904152862728,266999,0.651528000831604,0.002771515166386962,0.008873307146131992,-0.7585676908493042,-0.0034622149541974068,0.010652968659996986,-0.00905502401292324,"[0.0, 0.0, 0.0, 0.0]",0.054197438061237335,0.67829430103302,0.0,3.268951331847347e-05,0.00021408979955594987,0.0,266957005,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
RAW_RPM,2,0.009577793069183826,266999,0.651528000831604,0.002771515166386962,0.008873307146131992,-0.7585676908493042,-0.0034622149541974068,0.010652968659996986,-0.00905502401292324,"[0.0, 0.0, 0.0, 0.0]",0.054197438061237335,0.67829430103302,0.0,3.268951331847347e-05,0.00021408979955594987,0.0,266957005,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
ATTITUDE_QUATERNION,2,0.009577793069183826,267050,0.651452362537384,0.002628801856189966,0.008431040681898594,-0.7586381435394287,-0.0015979454619809985,0.014914157800376415,-0.008256050758063793,"[0.0, 0.0, 0.0, 0.0]",0.054197438061237335,0.67829430103302,0.0,3.268951331847347e-05,0.00021408979955594987,0.0,266957005,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
LOCAL_POSITION_NED,2,0.009577793069183826,267050,0.651452362537384,0.002628801856189966,0.008431040681898594,-0.7586381435394287,-0.0015979454619809985,0.014914157800376415,-0.008256050758063793,"[0.0, 0.0, 0.0, 0.0]",0.054199449717998505,0.6783074736595154,0.0,6.541610491694883e-05,0.00042817392386496067,0.0,266957005,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
GPS_RAW_INT,2,0.009577793069183826,267050,0.651452362537384,0.002628801856189966,0.008431040681898594,-0.7586381435394287,-0.0015979454619809985,0.014914157800376415,-0.008256050758063793,"[0.0, 0.0, 0.0, 0.0]",0.054199449717998505,0.6783074736595154,0.0,6.541610491694883e-05,0.00042817392386496067,0.0,267058009,3,0,0,0,65535,65535,0,0,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 32, 0, 0, 1, 1, 0, 1, 31, 0, 0, 103, 214, 3, 0, 38, 173, 38, 63, 198, 119, 13, 59, 17, 241, 20, 60, 175, 74, 66, 191, 226, 67, 183, 187, 141, 183, 120, 60, 111, 161, 11, 187, 26])"
