mavpackettype,time_usec,fix_type,lat,lon,alt,eph,epv,vel,cog,satellites_visible,alt_ellipsoid,h_acc,v_acc,vel_acc,hdg_acc,yaw,time_boot_ms,port,chan1_raw,chan2_raw,chan3_raw,chan4_raw,chan5_raw,chan6_raw,chan7_raw,chan8_raw,rssi,xacc,yacc,zacc,xgyro,ygyro,zgyro,xmag,ymag,zmag,id,temperature,chan1_scaled,chan2_scaled,chan3_scaled,chan4_scaled,chan5_scaled,chan6_scaled,chan7_scaled,chan8_scaled,type,autopilot,base_mode,custom_mode,system_status,mavlink_version
RAW_IMU,88031148,3,369931778,-1220604198,0,65535,65535,271,13713,255,0,0,0,0,0,0,88031,0,217,989,1234,951,172,172,172,1811,255,8203,6643,16619,-507,-528,-576,186,-153,-307,0,1024,1572,1641,2,1615,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88031148,3,369931778,-1220604198,0,65535,65535,271,13713,255,0,0,0,0,0,0,88031,1,217,989,1234,951,172,172,172,1811,255,8203,6643,16619,-507,-528,-576,186,-153,-307,0,1024,1837,2094,-6,1605,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88031148,3,369931778,-1220604198,0,65535,65535,271,13713,255,0,0,0,0,0,0,88051,0,217,989,1234,951,172,172,172,1811,255,8203,6643,16619,-507,-528,-576,186,-153,-307,0,1024,1837,2094,-6,1605,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88051143,3,369931778,-1220604198,0,65535,65535,271,13713,255,0,0,0,0,0,0,88051,0,217,989,1234,951,172,172,172,1811,255,7919,414,15526,768,1138,-642,215,-146,-307,0,1088,1837,2094,-6,1605,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88051143,3,369931778,-1220604198,0,65535,65535,271,13713,255,0,0,0,0,0,0,88051,1,217,989,1234,951,172,172,172,1811,255,7919,414,15526,768,1138,-642,215,-146,-307,0,1088,1757,1542,-3,1603,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88051143,3,369931778,-1220604198,0,65535,65535,271,13713,255,0,0,0,0,0,0,88071,0,217,989,1234,951,172,172,172,1811,255,7919,414,15526,768,1138,-642,215,-146,-307,0,1088,1757,1542,-3,1603,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88071149,3,369931778,-1220604198,0,65535,65535,271,13713,255,0,0,0,0,0,0,88071,0,217,989,1234,951,172,172,172,1811,255,15211,303,18587,318,-741,-324,213,-147,-345,0,1008,1757,1542,-3,1603,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88071149,3,369931778,-1220604198,0,65535,65535,271,13713,255,0,0,0,0,0,0,88071,1,217,989,1234,951,172,172,172,1811,255,15211,303,18587,318,-741,-324,213,-147,-345,0,1008,1712,1543,-4,1604,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88071149,3,369931778,-1220604198,0,65535,65535,271,13713,255,0,0,0,0,0,0,88091,0,217,989,1234,951,172,172,172,1811,255,15211,303,18587,318,-741,-324,213,-147,-345,0,1008,1712,1543,-4,1604,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88091143,3,369931778,-1220604198,0,65535,65535,271,13713,255,0,0,0,0,0,0,88091,0,217,989,1234,951,172,172,172,1811,255,5179,-12976,13659,-780,918,-336,206,-159,-353,0,1088,1712,1543,-4,1604,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88091143,3,369931778,-1220604198,0,65535,65535,271,13713,255,0,0,0,0,0,0,88091,1,217,989,1234,951,172,172,172,1811,255,5179,-12976,13659,-780,918,-336,206,-159,-353,0,1088,1992,2104,13,1618,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88091143,3,369931778,-1220604198,0,65535,65535,271,13713,255,0,0,0,0,0,0,88111,0,217,989,1235,951,172,172,172,1811,255,5179,-12976,13659,-780,918,-336,206,-159,-353,0,1088,1992,2104,13,1618,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88111141,3,369931778,-1220604198,0,65535,65535,271,13713,255,0,0,0,0,0,0,88111,0,217,989,1235,951,172,172,172,1811,255,-4323,12549,24735,-68,-204,-223,190,-164,-336,0,1120,1992,2104,13,1618,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88111141,3,369931778,-1220604198,0,65535,65535,271,13713,255,0,0,0,0,0,0,88111,1,217,989,1235,951,172,172,172,1811,255,-4323,12549,24735,-68,-204,-223,190,-164,-336,0,1120,1453,1654,0,1614,-1,-1,-1,-1,10,0,192,0,3,3
GPS_RAW_INT,88121008,3,369931760,-1220604185,0,65535,65535,257,13927,255,0,0,0,0,0,0,88111,1,217,989,1235,951,172,172,172,1811,255,-4323,12549,24735,-68,-204,-223,190,-164,-336,0,1120,1453,1654,0,1614,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88121008,3,369931760,-1220604185,0,65535,65535,257,13927,255,0,0,0,0,0,0,88131,0,217,992,1235,951,172,172,172,1811,255,-4323,12549,24735,-68,-204,-223,190,-164,-336,0,1120,1453,1654,0,1614,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88131147,3,369931760,-1220604185,0,65535,65535,257,13927,255,0,0,0,0,0,0,88131,0,217,992,1235,951,172,172,172,1811,255,5188,-386,10160,-620,151,-472,187,-150,-304,0,1024,1453,1654,0,1614,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88131147,3,369931760,-1220604185,0,65535,65535,257,13927,255,0,0,0,0,0,0,88131,1,217,992,1235,951,172,172,172,1811,255,5188,-386,10160,-620,151,-472,187,-150,-304,0,1024,2150,2049,-2,1611,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88131147,3,369931760,-1220604185,0,65535,65535,257,13927,255,0,0,0,0,0,0,88151,0,217,992,1235,951,172,172,172,1811,255,5188,-386,10160,-620,151,-472,187,-150,-304,0,1024,2150,2049,-2,1611,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88151144,3,369931760,-1220604185,0,65535,65535,257,13927,255,0,0,0,0,0,0,88151,0,217,992,1235,951,172,172,172,1811,255,-6373,1629,26592,420,-695,-294,216,-133,-328,0,1088,2150,2049,-2,1611,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88151144,3,369931760,-1220604185,0,65535,65535,257,13927,255,0,0,0,0,0,0,88151,1,217,992,1235,951,172,172,172,1811,255,-6373,1629,26592,420,-695,-294,216,-133,-328,0,1088,1488,1476,-2,1609,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88151144,3,369931760,-1220604185,0,65535,65535,257,13927,255,0,0,0,0,0,0,88171,0,217,992,1235,951,172,172,172,1811,255,-6373,1629,26592,420,-695,-294,216,-133,-328,0,1088,1488,1476,-2,1609,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88171146,3,369931760,-1220604185,0,65535,65535,257,13927,255,0,0,0,0,0,0,88171,0,217,992,1235,951,172,172,172,1811,255,-5386,590,18214,128,284,-332,217,-161,-349,0,1008,1488,1476,-2,1609,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88171146,3,369931760,-1220604185,0,65535,65535,257,13927,255,0,0,0,0,0,0,88171,1,217,992,1235,951,172,172,172,1811,255,-5386,590,18214,128,284,-332,217,-161,-349,0,1008,2038,1780,-1,1604,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88171146,3,369931760,-1220604185,0,65535,65535,257,13927,255,0,0,0,0,0,0,88191,0,217,992,1236,951,172,172,172,1811,255,-5386,590,18214,128,284,-332,217,-161,-349,0,1008,2038,1780,-1,1604,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88191146,3,369931760,-1220604185,0,65535,65535,257,13927,255,0,0,0,0,0,0,88191,0,217,992,1236,951,172,172,172,1811,255,644,6220,18408,-317,367,-492,185,-142,-355,0,960,2038,1780,-1,1604,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88191146,3,369931760,-1220604185,0,65535,65535,257,13927,255,0,0,0,0,0,0,88191,1,217,992,1236,951,172,172,172,1811,255,644,6220,18408,-317,367,-492,185,-142,-355,0,960,1639,1766,0,1614,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88191146,3,369931760,-1220604185,0,65535,65535,257,13927,255,0,0,0,0,0,0,88211,0,217,992,1236,951,172,172,172,1811,255,644,6220,18408,-317,367,-492,185,-142,-355,0,960,1639,1766,0,1614,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88211142,3,369931760,-1220604185,0,65535,65535,257,13927,255,0,0,0,0,0,0,88211,0,217,992,1236,951,172,172,172,1811,255,4520,6155,14918,-242,-249,-333,174,-147,-323,0,1024,1639,1766,0,1614,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88211142,3,369931760,-1220604185,0,65535,65535,257,13927,255,0,0,0,0,0,0,88211,1,217,992,1236,951,172,172,172,1811,255,4520,6155,14918,-242,-249,-333,174,-147,-323,0,1024,1619,1819,3,1611,-1,-1,-1,-1,10,0,192,0,3,3
GPS_RAW_INT,88222009,3,369931746,-1220604165,0,65535,65535,242,13922,255,0,0,0,0,0,0,88211,1,217,992,1236,951,172,172,172,1811,255,4520,6155,14918,-242,-249,-333,174,-147,-323,0,1024,1619,1819,3,1611,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88222009,3,369931746,-1220604165,0,65535,65535,242,13922,255,0,0,0,0,0,0,88231,0,215,992,1236,951,172,172,172,1811,255,4520,6155,14918,-242,-249,-333,174,-147,-323,0,1024,1619,1819,3,1611,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88231148,3,369931746,-1220604165,0,65535,65535,242,13922,255,0,0,0,0,0,0,88231,0,215,992,1236,951,172,172,172,1811,255,16319,1445,16780,595,1387,-556,199,-131,-302,0,1056,1619,1819,3,1611,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88231148,3,369931746,-1220604165,0,65535,65535,242,13922,255,0,0,0,0,0,0,88231,1,215,992,1236,951,172,172,172,1811,255,16319,1445,16780,595,1387,-556,199,-131,-302,0,1056,1963,1712,3,1610,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88231148,3,369931746,-1220604165,0,65535,65535,242,13922,255,0,0,0,0,0,0,88251,0,217,989,1236,951,172,172,172,1811,255,16319,1445,16780,595,1387,-556,199,-131,-302,0,1056,1963,1712,3,1610,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88251144,3,369931746,-1220604165,0,65535,65535,242,13922,255,0,0,0,0,0,0,88251,0,217,989,1236,951,172,172,172,1811,255,9129,-9939,16528,-230,41,-280,237,-147,-328,0,1056,1963,1712,3,1610,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88251144,3,369931746,-1220604165,0,65535,65535,242,13922,255,0,0,0,0,0,0,88251,1,217,989,1236,951,172,172,172,1811,255,9129,-9939,16528,-230,41,-280,237,-147,-328,0,1056,1538,1480,-1,1604,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88251144,3,369931746,-1220604165,0,65535,65535,242,13922,255,0,0,0,0,0,0,88271,0,215,989,1236,931,172,172,172,1811,255,9129,-9939,16528,-230,41,-280,237,-147,-328,0,1056,1538,1480,-1,1604,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88271142,3,369931746,-1220604165,0,65535,65535,242,13922,255,0,0,0,0,0,0,88271,0,215,989,1236,931,172,172,172,1811,255,10023,10049,16574,-710,350,-398,223,-129,-354,0,1072,1538,1480,-1,1604,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88271142,3,369931746,-1220604165,0,65535,65535,242,13922,255,0,0,0,0,0,0,88271,1,215,989,1236,931,172,172,172,1811,255,10023,10049,16574,-710,350,-398,223,-129,-354,0,1072,2173,2095,4,1608,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88271142,3,369931746,-1220604165,0,65535,65535,242,13922,255,0,0,0,0,0,0,88291,0,215,989,1237,912,172,172,172,1811,255,10023,10049,16574,-710,350,-398,223,-129,-354,0,1072,2173,2095,4,1608,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88291147,3,369931746,-1220604165,0,65535,65535,242,13922,255,0,0,0,0,0,0,88291,0,215,989,1237,912,172,172,172,1811,255,-8843,10715,17473,574,-130,-359,202,-146,-327,0,1088,2173,2095,4,1608,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88291147,3,369931746,-1220604165,0,65535,65535,242,13922,255,0,0,0,0,0,0,88291,1,215,989,1237,912,172,172,172,1811,255,-8843,10715,17473,574,-130,-359,202,-146,-327,0,1088,1493,1582,-5,1611,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88291147,3,369931746,-1220604165,0,65535,65535,242,13922,255,0,0,0,0,0,0,88311,0,214,989,1237,855,172,172,172,1811,255,-8843,10715,17473,574,-130,-359,202,-146,-327,0,1088,1493,1582,-5,1611,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88311145,3,369931746,-1220604165,0,65535,65535,242,13922,255,0,0,0,0,0,0,88311,0,214,989,1237,855,172,172,172,1811,255,74,4318,11899,-599,-39,-52,187,-147,-311,0,1120,1493,1582,-5,1611,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88311145,3,369931746,-1220604165,0,65535,65535,242,13922,255,0,0,0,0,0,0,88311,1,214,989,1237,855,172,172,172,1811,255,74,4318,11899,-599,-39,-52,187,-147,-311,0,1120,1978,2117,1,1612,-1,-1,-1,-1,10,0,192,0,3,3
GPS_RAW_INT,88323007,3,369931738,-1220604148,0,65535,65535,219,13722,255,0,0,0,0,0,0,88311,1,214,989,1237,855,172,172,172,1811,255,74,4318,11899,-599,-39,-52,187,-147,-311,0,1120,1978,2117,1,1612,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88323007,3,369931738,-1220604148,0,65535,65535,219,13722,255,0,0,0,0,0,0,88331,0,212,989,1238,800,172,172,172,1811,255,74,4318,11899,-599,-39,-52,187,-147,-311,0,1120,1978,2117,1,1612,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88331186,3,369931738,-1220604148,0,65535,65535,219,13722,255,0,0,0,0,0,0,88331,0,212,989,1238,800,172,172,172,1811,255,-13287,-2627,18786,238,512,-124,210,-151,-298,0,1056,1978,2117,1,1612,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88331186,3,369931738,-1220604148,0,65535,65535,219,13722,255,0,0,0,0,0,0,88331,1,212,989,1238,800,172,172,172,1811,255,-13287,-2627,18786,238,512,-124,210,-151,-298,0,1056,1601,1505,-3,1608,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88331186,3,369931738,-1220604148,0,65535,65535,219,13722,255,0,0,0,0,0,0,88351,0,212,989,1238,758,172,172,172,1811,255,-13287,-2627,18786,238,512,-124,210,-151,-298,0,1056,1601,1505,-3,1608,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88351141,3,369931738,-1220604148,0,65535,65535,219,13722,255,0,0,0,0,0,0,88351,0,212,989,1238,758,172,172,172,1811,255,10157,3263,16834,130,-517,-17,216,-140,-318,0,960,1601,1505,-3,1608,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88351141,3,369931738,-1220604148,0,65535,65535,219,13722,255,0,0,0,0,0,0,88351,1,212,989,1238,758,172,172,172,1811,255,10157,3263,16834,130,-517,-17,216,-140,-318,0,960,1844,1561,-1,1607,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88351141,3,369931738,-1220604148,0,65535,65535,219,13722,255,0,0,0,0,0,0,88371,0,206,989,1238,710,172,172,172,1811,255,10157,3263,16834,130,-517,-17,216,-140,-318,0,960,1844,1561,-1,1607,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88371143,3,369931738,-1220604148,0,65535,65535,219,13722,255,0,0,0,0,0,0,88371,0,206,989,1238,710,172,172,172,1811,255,-1737,-23331,8345,-1229,881,-625,190,-138,-331,0,1120,1844,1561,-1,1607,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88371143,3,369931738,-1220604148,0,65535,65535,219,13722,255,0,0,0,0,0,0,88371,1,206,989,1238,710,172,172,172,1811,255,-1737,-23331,8345,-1229,881,-625,190,-138,-331,0,1120,1853,2070,11,1622,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88371143,3,369931738,-1220604148,0,65535,65535,219,13722,255,0,0,0,0,0,0,88391,0,192,989,1239,657,172,172,172,1811,255,-1737,-23331,8345,-1229,881,-625,190,-138,-331,0,1120,1853,2070,11,1622,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88391142,3,369931738,-1220604148,0,65535,65535,219,13722,255,0,0,0,0,0,0,88391,0,192,989,1239,657,172,172,172,1811,255,-14231,726,22262,978,-777,-256,173,-153,-300,0,1024,1853,2070,11,1622,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88391142,3,369931738,-1220604148,0,65535,65535,219,13722,255,0,0,0,0,0,0,88391,1,192,989,1239,657,172,172,172,1811,255,-14231,726,22262,978,-777,-256,173,-153,-300,0,1024,1495,1697,-12,1603,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88391142,3,369931738,-1220604148,0,65535,65535,219,13722,255,0,0,0,0,0,0,88411,0,192,989,1239,635,172,172,172,1811,255,-14231,726,22262,978,-777,-256,173,-153,-300,0,1024,1495,1697,-12,1603,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88411146,3,369931738,-1220604148,0,65535,65535,219,13722,255,0,0,0,0,0,0,88411,0,192,989,1239,635,172,172,172,1811,255,11449,11257,12323,-305,453,-688,191,-131,-298,0,1088,1495,1697,-12,1603,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88411146,3,369931738,-1220604148,0,65535,65535,219,13722,255,0,0,0,0,0,0,88411,1,192,989,1239,635,172,172,172,1811,255,11449,11257,12323,-305,453,-688,191,-131,-298,0,1088,2148,2039,-5,1563,-1,-1,-1,-1,10,0,192,0,3,3
GPS_RAW_INT,88424009,3,369931728,-1220604126,0,65535,65535,215,13411,255,0,0,0,0,0,0,88411,1,192,989,1239,635,172,172,172,1811,255,11449,11257,12323,-305,453,-688,191,-131,-298,0,1088,2148,2039,-5,1563,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88424009,3,369931728,-1220604126,0,65535,65535,215,13411,255,0,0,0,0,0,0,88431,0,173,992,1239,616,172,172,172,1811,255,11449,11257,12323,-305,453,-688,191,-131,-298,0,1088,2148,2039,-5,1563,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88431146,3,369931728,-1220604126,0,65535,65535,215,13411,255,0,0,0,0,0,0,88431,0,173,992,1239,616,172,172,172,1811,255,18197,-21179,26690,2731,1532,-902,217,-144,-332,0,1120,2148,2039,-5,1563,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88431146,3,369931728,-1220604126,0,65535,65535,215,13411,255,0,0,0,0,0,0,88431,1,173,992,1239,616,172,172,172,1811,255,18197,-21179,26690,2731,1532,-902,217,-144,-332,0,1120,1503,1496,-28,1527,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88431146,3,369931728,-1220604126,0,65535,65535,215,13411,255,0,0,0,0,0,0,88451,0,172,992,1239,599,172,172,172,1811,255,18197,-21179,26690,2731,1532,-902,217,-144,-332,0,1120,1503,1496,-28,1527,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88451146,3,369931728,-1220604126,0,65535,65535,215,13411,255,0,0,0,0,0,0,88451,0,172,992,1239,599,172,172,172,1811,255,-2337,-9897,9155,-2405,604,593,212,-141,-349,0,1056,1503,1496,-28,1527,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88451146,3,369931728,-1220604126,0,65535,65535,215,13411,255,0,0,0,0,0,0,88451,1,172,992,1239,599,172,172,172,1811,255,-2337,-9897,9155,-2405,604,593,212,-141,-349,0,1056,2170,1879,-34,1494,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88451146,3,369931728,-1220604126,0,65535,65535,215,13411,255,0,0,0,0,0,0,88471,0,172,989,1239,595,172,172,172,1811,255,-2337,-9897,9155,-2405,604,593,212,-141,-349,0,1056,2170,1879,-34,1494,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88471143,3,369931728,-1220604126,0,65535,65535,215,13411,255,0,0,0,0,0,0,88471,0,172,989,1239,595,172,172,172,1811,255,-7301,-16076,18780,1182,-614,132,195,-145,-338,0,1056,2170,1879,-34,1494,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88471143,3,369931728,-1220604126,0,65535,65535,215,13411,255,0,0,0,0,0,0,88471,1,172,989,1239,595,172,172,172,1811,255,-7301,-16076,18780,1182,-614,132,195,-145,-338,0,1056,1513,1721,-41,1429,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88471143,3,369931728,-1220604126,0,65535,65535,215,13411,255,0,0,0,0,0,0,88491,0,172,989,1239,595,172,172,172,1811,255,-7301,-16076,18780,1182,-614,132,195,-145,-338,0,1056,1513,1721,-41,1429,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88491140,3,369931728,-1220604126,0,65535,65535,215,13411,255,0,0,0,0,0,0,88491,0,172,989,1239,595,172,172,172,1811,255,-29479,32767,32767,-4716,-2411,2025,191,-131,-300,0,1008,1513,1721,-41,1429,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88491140,3,369931728,-1220604126,0,65535,65535,215,13411,255,0,0,0,0,0,0,88491,1,172,989,1239,595,172,172,172,1811,255,-29479,32767,32767,-4716,-2411,2025,191,-131,-300,0,1008,1777,1908,-25,1366,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88491140,3,369931728,-1220604126,0,65535,65535,215,13411,255,0,0,0,0,0,0,88511,0,172,992,1239,612,172,172,172,1811,255,-29479,32767,32767,-4716,-2411,2025,191,-131,-300,0,1008,1777,1908,-25,1366,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88511142,3,369931728,-1220604126,0,65535,65535,215,13411,255,0,0,0,0,0,0,88511,0,172,992,1239,612,172,172,172,1811,255,-20975,-22940,32767,2751,-772,3114,217,-119,-298,0,1088,1777,1908,-25,1366,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88511142,3,369931728,-1220604126,0,65535,65535,215,13411,255,0,0,0,0,0,0,88511,1,172,992,1239,612,172,172,172,1811,255,-20975,-22940,32767,2751,-772,3114,217,-119,-298,0,1088,1796,1620,-13,1324,-1,-1,-1,-1,10,0,192,0,3,3
GPS_RAW_INT,88525007,3,369931716,-1220604110,0,65535,65535,210,13264,255,0,0,0,0,0,0,88511,1,172,992,1239,612,172,172,172,1811,255,-20975,-22940,32767,2751,-772,3114,217,-119,-298,0,1088,1796,1620,-13,1324,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88525007,3,369931716,-1220604110,0,65535,65535,210,13264,255,0,0,0,0,0,0,88531,0,172,989,1239,613,172,172,172,1811,255,-20975,-22940,32767,2751,-772,3114,217,-119,-298,0,1088,1796,1620,-13,1324,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88531143,3,369931716,-1220604110,0,65535,65535,210,13264,255,0,0,0,0,0,0,88531,0,172,989,1239,613,172,172,172,1811,255,20571,32334,2797,1841,1684,3292,227,-130,-333,0,960,1796,1620,-13,1324,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88531143,3,369931716,-1220604110,0,65535,65535,210,13264,255,0,0,0,0,0,0,88531,1,172,989,1239,613,172,172,172,1811,255,20571,32334,2797,1841,1684,3292,227,-130,-333,0,960,1646,1543,-26,1273,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88531143,3,369931716,-1220604110,0,65535,65535,210,13264,255,0,0,0,0,0,0,88551,0,172,992,1239,613,172,172,172,1811,255,20571,32334,2797,1841,1684,3292,227,-130,-333,0,960,1646,1543,-26,1273,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88551144,3,369931716,-1220604110,0,65535,65535,210,13264,255,0,0,0,0,0,0,88551,0,172,992,1239,613,172,172,172,1811,255,-2743,-13972,18169,-1025,-2836,2275,227,-138,-345,0,1088,1646,1543,-26,1273,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88551144,3,369931716,-1220604110,0,65535,65535,210,13264,255,0,0,0,0,0,0,88551,1,172,992,1239,613,172,172,172,1811,255,-2743,-13972,18169,-1025,-2836,2275,227,-138,-345,0,1088,1997,2151,-37,1206,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88551144,3,369931716,-1220604110,0,65535,65535,210,13264,255,0,0,0,0,0,0,88571,0,172,992,1240,610,172,172,172,1811,255,-2743,-13972,18169,-1025,-2836,2275,227,-138,-345,0,1088,1997,2151,-37,1206,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88571145,3,369931716,-1220604110,0,65535,65535,210,13264,255,0,0,0,0,0,0,88571,0,172,992,1240,610,172,172,172,1811,255,-6000,-15848,11677,-506,-782,4268,193,-128,-296,0,1120,1997,2151,-37,1206,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88571145,3,369931716,-1220604110,0,65535,65535,210,13264,255,0,0,0,0,0,0,88571,1,172,992,1240,610,172,172,172,1811,255,-6000,-15848,11677,-506,-782,4268,193,-128,-296,0,1120,1478,1659,-23,1138,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88571145,3,369931716,-1220604110,0,65535,65535,210,13264,255,0,0,0,0,0,0,88591,0,172,989,1240,606,172,172,172,1811,255,-6000,-15848,11677,-506,-782,4268,193,-128,-296,0,1120,1478,1659,-23,1138,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88591144,3,369931716,-1220604110,0,65535,65535,210,13264,255,0,0,0,0,0,0,88591,0,172,989,1240,606,172,172,172,1811,255,-4836,12252,20336,-273,-1070,4306,185,-108,-277,0,1072,1478,1659,-23,1138,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,88591144,3,369931716,-1220604110,0,65535,65535,210,13264,255,0,0,0,0,0,0,88591,1,172,989,1240,606,172,172,172,1811,255,-4836,12252,20336,-273,-1070,4306,185,-108,-277,0,1072,2148,2151,-42,1105,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,88591144,3,369931716,-1220604110,0,65535,65535,210,13264,255,0,0,0,0,0,0,88611,0,172,992,1240,606,172,172,172,1811,255,-4836,12252,20336,-273,-1070,4306,185,-108,-277,0,1072,2148,2151,-42,1105,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,88611141,3,369931716,-1220604110,0,65535,65535,210,13264,255,0,0,0,0,0,0,88611,0,172,992,1240,606,172,172,172,1811,255,12065,3316,19238,-2039,-2351,5862,197,-112,-295,0,1088,2148,2151,-42,1105,-1,-1,-1,-1,10,0,192,0,3,3
