mavpackettype,time_usec,fix_type,lat,lon,alt,eph,epv,vel,cog,satellites_visible,alt_ellipsoid,h_acc,v_acc,vel_acc,hdg_acc,yaw,time_boot_ms,port,chan1_raw,chan2_raw,chan3_raw,chan4_raw,chan5_raw,chan6_raw,chan7_raw,chan8_raw,rssi,xacc,yacc,zacc,xgyro,ygyro,zgyro,xmag,ymag,zmag,id,temperature,chan1_scaled,chan2_scaled,chan3_scaled,chan4_scaled,chan5_scaled,chan6_scaled,chan7_scaled,chan8_scaled,type,autopilot,base_mode,custom_mode,system_status,mavlink_version
RC_CHANNELS_SCALED,69711150,3,369931861,-1220604698,0,65535,65535,38,8261,255,0,0,0,0,0,0,69711,1,172,992,1089,951,172,172,172,1811,255,-5010,11617,17897,-538,-252,-70,88,-155,-333,0,1152,725,717,-4,1615,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,69711150,3,369931861,-1220604698,0,65535,65535,38,8261,255,0,0,0,0,0,0,69731,0,172,992,1090,951,172,172,172,1811,255,-5010,11617,17897,-538,-252,-70,88,-155,-333,0,1152,725,717,-4,1615,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,69731148,3,369931861,-1220604698,0,65535,65535,38,8261,255,0,0,0,0,0,0,69731,0,172,992,1090,951,172,172,172,1811,255,-1039,-1956,16212,337,-75,-223,101,-171,-331,0,1120,725,717,-4,1615,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,69731148,3,369931861,-1220604698,0,65535,65535,38,8261,255,0,0,0,0,0,0,69731,1,172,992,1090,951,172,172,172,1811,255,-1039,-1956,16212,337,-75,-223,101,-171,-331,0,1120,603,630,-4,1612,-1,-1,-1,-1,10,0,192,0,3,3
GPS_RAW_INT,69739006,3,369931866,-1220604675,0,65535,65535,72,7966,255,0,0,0,0,0,0,69731,1,172,992,1090,951,172,172,172,1811,255,-1039,-1956,16212,337,-75,-223,101,-171,-331,0,1120,603,630,-4,1612,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,69739006,3,369931866,-1220604675,0,65535,65535,72,7966,255,0,0,0,0,0,0,69751,0,172,992,1091,55,1136,1045,1045,789,255,-1039,-1956,16212,337,-75,-223,101,-171,-331,0,1120,603,630,-4,1612,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,69751141,3,369931866,-1220604675,0,65535,65535,72,7966,255,0,0,0,0,0,0,69751,0,172,992,1091,55,1136,1045,1045,789,255,-4268,3742,20481,195,560,-232,88,-164,-355,0,1152,603,630,-4,1612,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,69751141,3,369931866,-1220604675,0,65535,65535,72,7966,255,0,0,0,0,0,0,69751,1,172,992,1091,55,1136,1045,1045,789,255,-4268,3742,20481,195,560,-232,88,-164,-355,0,1152,588,596,-1,1612,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,69751141,3,369931866,-1220604675,0,65535,65535,72,7966,255,0,0,0,0,0,0,69771,0,172,992,1091,951,172,172,172,1811,255,-4268,3742,20481,195,560,-232,88,-164,-355,0,1152,588,596,-1,1612,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,69771142,3,369931866,-1220604675,0,65535,65535,72,7966,255,0,0,0,0,0,0,69771,0,172,992,1091,951,172,172,172,1811,255,1012,3860,19427,294,-153,-389,91,-159,-328,0,1248,588,596,-1,1612,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,69771142,3,369931866,-1220604675,0,65535,65535,72,7966,255,0,0,0,0,0,0,69771,1,172,992,1091,951,172,172,172,1811,255,1012,3860,19427,294,-153,-389,91,-159,-328,0,1248,645,618,2,1613,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,69771142,3,369931866,-1220604675,0,65535,65535,72,7966,255,0,0,0,0,0,0,69791,0,172,992,1092,951,172,172,172,1811,255,1012,3860,19427,294,-153,-389,91,-159,-328,0,1248,645,618,2,1613,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,69791144,3,369931866,-1220604675,0,65535,65535,72,7966,255,0,0,0,0,0,0,69791,0,172,992,1092,951,172,172,172,1811,255,513,-3464,13173,163,209,-41,110,-165,-342,0,1232,645,618,2,1613,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,69791144,3,369931866,-1220604675,0,65535,65535,72,7966,255,0,0,0,0,0,0,69791,1,172,992,1092,951,172,172,172,1811,255,513,-3464,13173,163,209,-41,110,-165,-342,0,1232,788,681,1,1614,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,69791144,3,369931866,-1220604675,0,65535,65535,72,7966,255,0,0,0,0,0,0,69811,0,172,989,1092,951,172,172,172,1811,255,513,-3464,13173,163,209,-41,110,-165,-342,0,1232,788,681,1,1614,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,69811145,3,369931866,-1220604675,0,65535,65535,72,7966,255,0,0,0,0,0,0,69811,0,172,989,1092,951,172,172,172,1811,255,3113,-848,16492,23,842,-164,84,-163,-344,0,1136,788,681,1,1614,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,69811145,3,369931866,-1220604675,0,65535,65535,72,7966,255,0,0,0,0,0,0,69811,1,172,989,1092,951,172,172,172,1811,255,3113,-848,16492,23,842,-164,84,-163,-344,0,1136,967,895,-1,1613,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,69811145,3,369931866,-1220604675,0,65535,65535,72,7966,255,0,0,0,0,0,0,69831,0,172,992,1092,951,172,172,172,1811,255,3113,-848,16492,23,842,-164,84,-163,-344,0,1136,967,895,-1,1613,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,69831146,3,369931866,-1220604675,0,65535,65535,72,7966,255,0,0,0,0,0,0,69831,0,172,992,1092,951,172,172,172,1811,255,-2594,-7105,17736,-13,351,5,95,-158,-354,0,1152,967,895,-1,1613,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,69831146,3,369931866,-1220604675,0,65535,65535,72,7966,255,0,0,0,0,0,0,69831,1,172,992,1092,951,172,172,172,1811,255,-2594,-7105,17736,-13,351,5,95,-158,-354,0,1152,797,904,3,1614,-1,-1,-1,-1,10,0,192,0,3,3
GPS_RAW_INT,69840007,3,369931865,-1220604668,0,65535,65535,70,8601,255,0,0,0,0,0,0,69831,1,172,992,1092,951,172,172,172,1811,255,-2594,-7105,17736,-13,351,5,95,-158,-354,0,1152,797,904,3,1614,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,69840007,3,369931865,-1220604668,0,65535,65535,70,8601,255,0,0,0,0,0,0,69851,0,172,989,1092,951,172,172,172,1811,255,-2594,-7105,17736,-13,351,5,95,-158,-354,0,1152,797,904,3,1614,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,69851145,3,369931865,-1220604668,0,65535,65535,70,8601,255,0,0,0,0,0,0,69851,0,172,989,1092,951,172,172,172,1811,255,-71,-13254,16936,-131,220,-130,96,-164,-345,0,1184,797,904,3,1614,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,69851145,3,369931865,-1220604668,0,65535,65535,70,8601,255,0,0,0,0,0,0,69851,1,172,989,1092,951,172,172,172,1811,255,-71,-13254,16936,-131,220,-130,96,-164,-345,0,1184,670,709,-1,1613,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,69851145,3,369931865,-1220604668,0,65535,65535,70,8601,255,0,0,0,0,0,0,69871,0,172,992,1092,951,172,172,172,1811,255,-71,-13254,16936,-131,220,-130,96,-164,-345,0,1184,670,709,-1,1613,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,69871143,3,369931865,-1220604668,0,65535,65535,70,8601,255,0,0,0,0,0,0,69871,0,172,992,1092,951,172,172,172,1811,255,-5117,1016,13841,-133,606,12,88,-169,-340,0,1120,670,709,-1,1613,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,69871143,3,369931865,-1220604668,0,65535,65535,70,8601,255,0,0,0,0,0,0,69871,1,172,992,1092,951,172,172,172,1811,255,-5117,1016,13841,-133,606,12,88,-169,-340,0,1120,680,712,1,1616,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,69871143,3,369931865,-1220604668,0,65535,65535,70,8601,255,0,0,0,0,0,0,69891,0,172,992,1093,951,172,172,172,1811,255,-5117,1016,13841,-133,606,12,88,-169,-340,0,1120,680,712,1,1616,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,69891144,3,369931865,-1220604668,0,65535,65535,70,8601,255,0,0,0,0,0,0,69891,0,172,992,1093,951,172,172,172,1811,255,4506,2968,19334,309,-635,-122,100,-178,-339,0,1200,680,712,1,1616,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,69891144,3,369931865,-1220604668,0,65535,65535,70,8601,255,0,0,0,0,0,0,69891,1,172,992,1093,951,172,172,172,1811,255,4506,2968,19334,309,-635,-122,100,-178,-339,0,1200,838,825,-1,1612,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,69891144,3,369931865,-1220604668,0,65535,65535,70,8601,255,0,0,0,0,0,0,69911,0,172,992,1093,951,172,172,172,1811,255,4506,2968,19334,309,-635,-122,100,-178,-339,0,1200,838,825,-1,1612,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,69911141,3,369931865,-1220604668,0,65535,65535,70,8601,255,0,0,0,0,0,0,69911,0,172,992,1093,951,172,172,172,1811,255,-347,4923,13332,-955,790,326,91,-164,-348,0,1088,838,825,-1,1612,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,69911141,3,369931865,-1220604668,0,65535,65535,70,8601,255,0,0,0,0,0,0,69911,1,172,992,1093,951,172,172,172,1811,255,-347,4923,13332,-955,790,326,91,-164,-348,0,1088,994,969,3,1617,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,69911141,3,369931865,-1220604668,0,65535,65535,70,8601,255,0,0,0,0,0,0,69931,0,172,992,1094,951,172,172,172,1811,255,-347,4923,13332,-955,790,326,91,-164,-348,0,1088,994,969,3,1617,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,69931150,3,369931865,-1220604668,0,65535,65535,70,8601,255,0,0,0,0,0,0,69931,0,172,992,1094,951,172,172,172,1811,255,-2837,-4497,23137,-164,-422,-243,90,-170,-337,0,1152,994,969,3,1617,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,69931150,3,369931865,-1220604668,0,65535,65535,70,8601,255,0,0,0,0,0,0,69931,1,172,992,1094,951,172,172,172,1811,255,-2837,-4497,23137,-164,-422,-243,90,-170,-337,0,1152,802,785,0,1618,-1,-1,-1,-1,10,0,192,0,3,3
GPS_RAW_INT,69941009,3,369931861,-1220604658,0,65535,65535,81,9388,255,0,0,0,0,0,0,69931,1,172,992,1094,951,172,172,172,1811,255,-2837,-4497,23137,-164,-422,-243,90,-170,-337,0,1152,802,785,0,1618,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,69941009,3,369931861,-1220604658,0,65535,65535,81,9388,255,0,0,0,0,0,0,69951,0,172,992,1094,951,172,172,172,1811,255,-2837,-4497,23137,-164,-422,-243,90,-170,-337,0,1152,802,785,0,1618,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,69951144,3,369931861,-1220604658,0,65535,65535,81,9388,255,0,0,0,0,0,0,69951,0,172,992,1094,951,172,172,172,1811,255,3028,1914,12996,477,571,-46,100,-180,-334,0,1200,802,785,0,1618,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,69951144,3,369931861,-1220604658,0,65535,65535,81,9388,255,0,0,0,0,0,0,69951,1,172,992,1094,951,172,172,172,1811,255,3028,1914,12996,477,571,-46,100,-180,-334,0,1200,691,697,-4,1612,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,69951144,3,369931861,-1220604658,0,65535,65535,81,9388,255,0,0,0,0,0,0,69971,0,172,992,1095,951,172,172,172,1811,255,3028,1914,12996,477,571,-46,100,-180,-334,0,1200,691,697,-4,1612,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,69971144,3,369931861,-1220604658,0,65535,65535,81,9388,255,0,0,0,0,0,0,69971,0,172,992,1095,951,172,172,172,1811,255,-4837,-4113,18673,-464,-46,265,99,-167,-340,0,1088,691,697,-4,1612,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,69971144,3,369931861,-1220604658,0,65535,65535,81,9388,255,0,0,0,0,0,0,69971,1,172,992,1095,951,172,172,172,1811,255,-4837,-4113,18673,-464,-46,265,99,-167,-340,0,1088,656,669,2,1614,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,69971144,3,369931861,-1220604658,0,65535,65535,81,9388,255,0,0,0,0,0,0,69991,0,172,992,1095,951,172,172,172,1811,255,-4837,-4113,18673,-464,-46,265,99,-167,-340,0,1088,656,669,2,1614,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,69991144,3,369931861,-1220604658,0,65535,65535,81,9388,255,0,0,0,0,0,0,69991,0,172,992,1095,951,172,172,172,1811,255,-559,5874,12617,-113,105,-9,93,-162,-338,0,1200,656,669,2,1614,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,69991144,3,369931861,-1220604658,0,65535,65535,81,9388,255,0,0,0,0,0,0,69991,1,172,992,1095,951,172,172,172,1811,255,-559,5874,12617,-113,105,-9,93,-162,-338,0,1200,789,689,-1,1613,-1,-1,-1,-1,10,0,192,0,3,3
HEARTBEAT,69991144,3,369931861,-1220604658,0,65535,65535,81,9388,255,0,0,0,0,0,0,69991,1,172,992,1095,951,172,172,172,1811,255,-559,5874,12617,-113,105,-9,93,-162,-338,0,1200,789,689,-1,1613,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,69991144,3,369931861,-1220604658,0,65535,65535,81,9388,255,0,0,0,0,0,0,70011,0,172,992,1095,951,172,172,172,1811,255,-559,5874,12617,-113,105,-9,93,-162,-338,0,1200,789,689,-1,1613,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,70011144,3,369931861,-1220604658,0,65535,65535,81,9388,255,0,0,0,0,0,0,70011,0,172,992,1095,951,172,172,172,1811,255,-2527,-2708,13628,130,-71,-121,105,-163,-344,0,1152,789,689,-1,1613,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,70011144,3,369931861,-1220604658,0,65535,65535,81,9388,255,0,0,0,0,0,0,70011,1,172,992,1095,951,172,172,172,1811,255,-2527,-2708,13628,130,-71,-121,105,-163,-344,0,1152,982,877,0,1614,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,70011144,3,369931861,-1220604658,0,65535,65535,81,9388,255,0,0,0,0,0,0,70031,0,172,992,1096,951,172,172,172,1811,255,-2527,-2708,13628,130,-71,-121,105,-163,-344,0,1152,982,877,0,1614,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,70031146,3,369931861,-1220604658,0,65535,65535,81,9388,255,0,0,0,0,0,0,70031,0,172,992,1096,951,172,172,172,1811,255,-1313,-3813,15954,685,677,-241,87,-156,-327,0,1152,982,877,0,1614,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,70031146,3,369931861,-1220604658,0,65535,65535,81,9388,255,0,0,0,0,0,0,70031,1,172,992,1096,951,172,172,172,1811,255,-1313,-3813,15954,685,677,-241,87,-156,-327,0,1152,909,972,-3,1611,-1,-1,-1,-1,10,0,192,0,3,3
GPS_RAW_INT,70042010,3,369931863,-1220604646,0,65535,65535,87,9270,255,0,0,0,0,0,0,70031,1,172,992,1096,951,172,172,172,1811,255,-1313,-3813,15954,685,677,-241,87,-156,-327,0,1152,909,972,-3,1611,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,70042010,3,369931863,-1220604646,0,65535,65535,87,9270,255,0,0,0,0,0,0,70051,0,172,989,1097,951,172,172,172,1811,255,-1313,-3813,15954,685,677,-241,87,-156,-327,0,1152,909,972,-3,1611,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,70051141,3,369931863,-1220604646,0,65535,65535,87,9270,255,0,0,0,0,0,0,70051,0,172,989,1097,951,172,172,172,1811,255,6254,-7557,18467,478,-796,-34,91,-164,-336,0,1072,909,972,-3,1611,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,70051141,3,369931863,-1220604646,0,65535,65535,87,9270,255,0,0,0,0,0,0,70051,1,172,989,1097,951,172,172,172,1811,255,6254,-7557,18467,478,-796,-34,91,-164,-336,0,1072,711,796,-1,1610,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,70051141,3,369931863,-1220604646,0,65535,65535,87,9270,255,0,0,0,0,0,0,70071,0,172,989,1097,951,172,172,172,1811,255,6254,-7557,18467,478,-796,-34,91,-164,-336,0,1072,711,796,-1,1610,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,70071143,3,369931863,-1220604646,0,65535,65535,87,9270,255,0,0,0,0,0,0,70071,0,172,989,1097,951,172,172,172,1811,255,4369,3611,16593,31,880,-119,92,-165,-337,0,1136,711,796,-1,1610,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,70071143,3,369931863,-1220604646,0,65535,65535,87,9270,255,0,0,0,0,0,0,70071,1,172,989,1097,951,172,172,172,1811,255,4369,3611,16593,31,880,-119,92,-165,-337,0,1136,705,733,3,1607,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,70071143,3,369931863,-1220604646,0,65535,65535,87,9270,255,0,0,0,0,0,0,70091,0,172,989,1098,951,172,172,172,1811,255,4369,3611,16593,31,880,-119,92,-165,-337,0,1136,705,733,3,1607,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,70091144,3,369931863,-1220604646,0,65535,65535,87,9270,255,0,0,0,0,0,0,70091,0,172,989,1098,951,172,172,172,1811,255,-5408,1371,19737,-315,-752,-122,93,-162,-348,0,1184,705,733,3,1607,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,70091144,3,369931863,-1220604646,0,65535,65535,87,9270,255,0,0,0,0,0,0,70091,1,172,989,1098,951,172,172,172,1811,255,-5408,1371,19737,-315,-752,-122,93,-162,-348,0,1184,849,813,0,1615,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,70091144,3,369931863,-1220604646,0,65535,65535,87,9270,255,0,0,0,0,0,0,70111,0,172,989,1098,951,172,172,172,1811,255,-5408,1371,19737,-315,-752,-122,93,-162,-348,0,1184,849,813,0,1615,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,70111142,3,369931863,-1220604646,0,65535,65535,87,9270,255,0,0,0,0,0,0,70111,0,172,989,1098,951,172,172,172,1811,255,4045,-4467,17514,-397,-360,-46,91,-164,-336,0,1200,849,813,0,1615,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,70111142,3,369931863,-1220604646,0,65535,65535,87,9270,255,0,0,0,0,0,0,70111,1,172,989,1098,951,172,172,172,1811,255,4045,-4467,17514,-397,-360,-46,91,-164,-336,0,1200,1046,976,0,1613,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,70111142,3,369931863,-1220604646,0,65535,65535,87,9270,255,0,0,0,0,0,0,70131,0,172,989,1100,951,172,172,172,1811,255,4045,-4467,17514,-397,-360,-46,91,-164,-336,0,1200,1046,976,0,1613,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,70131149,3,369931863,-1220604646,0,65535,65535,87,9270,255,0,0,0,0,0,0,70131,0,172,989,1100,951,172,172,172,1811,255,6,5095,18547,-458,-437,-48,92,-168,-344,0,1152,1046,976,0,1613,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,70131149,3,369931863,-1220604646,0,65535,65535,87,9270,255,0,0,0,0,0,0,70131,1,172,989,1100,951,172,172,172,1811,255,6,5095,18547,-458,-437,-48,92,-168,-344,0,1152,851,890,0,1613,-1,-1,-1,-1,10,0,192,0,3,3
GPS_RAW_INT,70143008,3,369931861,-1220604636,0,65535,65535,86,9408,255,0,0,0,0,0,0,70131,1,172,989,1100,951,172,172,172,1811,255,6,5095,18547,-458,-437,-48,92,-168,-344,0,1152,851,890,0,1613,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,70143008,3,369931861,-1220604636,0,65535,65535,86,9408,255,0,0,0,0,0,0,70151,0,172,989,1100,951,172,172,172,1811,255,6,5095,18547,-458,-437,-48,92,-168,-344,0,1152,851,890,0,1613,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,70151143,3,369931861,-1220604636,0,65535,65535,86,9408,255,0,0,0,0,0,0,70151,0,172,989,1100,951,172,172,172,1811,255,788,2318,15262,340,125,0,100,-170,-349,0,1264,851,890,0,1613,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,70151143,3,369931861,-1220604636,0,65535,65535,86,9408,255,0,0,0,0,0,0,70151,1,172,989,1100,951,172,172,172,1811,255,788,2318,15262,340,125,0,100,-170,-349,0,1264,713,727,-1,1613,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,70151143,3,369931861,-1220604636,0,65535,65535,86,9408,255,0,0,0,0,0,0,70171,0,172,989,1100,951,172,172,172,1811,255,788,2318,15262,340,125,0,100,-170,-349,0,1264,713,727,-1,1613,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,70171144,3,369931861,-1220604636,0,65535,65535,86,9408,255,0,0,0,0,0,0,70171,0,172,989,1100,951,172,172,172,1811,255,1509,-4314,16637,93,303,68,91,-164,-336,0,1152,713,727,-1,1613,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,70171144,3,369931861,-1220604636,0,65535,65535,86,9408,255,0,0,0,0,0,0,70171,1,172,989,1100,951,172,172,172,1811,255,1509,-4314,16637,93,303,68,91,-164,-336,0,1152,695,714,-1,1613,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,70171144,3,369931861,-1220604636,0,65535,65535,86,9408,255,0,0,0,0,0,0,70191,0,172,989,1100,951,172,172,172,1811,255,1509,-4314,16637,93,303,68,91,-164,-336,0,1152,695,714,-1,1613,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,70191145,3,369931861,-1220604636,0,65535,65535,86,9408,255,0,0,0,0,0,0,70191,0,172,989,1100,951,172,172,172,1811,255,6583,-4743,13064,253,-405,-262,95,-173,-337,0,1056,695,714,-1,1613,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,70191145,3,369931861,-1220604636,0,65535,65535,86,9408,255,0,0,0,0,0,0,70191,1,172,989,1100,951,172,172,172,1811,255,6583,-4743,13064,253,-405,-262,95,-173,-337,0,1056,832,728,4,1612,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,70191145,3,369931861,-1220604636,0,65535,65535,86,9408,255,0,0,0,0,0,0,70211,0,172,989,1100,951,172,172,172,1811,255,6583,-4743,13064,253,-405,-262,95,-173,-337,0,1056,832,728,4,1612,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,70211144,3,369931861,-1220604636,0,65535,65535,86,9408,255,0,0,0,0,0,0,70211,0,172,989,1100,951,172,172,172,1811,255,-3142,-7560,13838,121,323,-221,88,-162,-333,0,1152,832,728,4,1612,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,70211144,3,369931861,-1220604636,0,65535,65535,86,9408,255,0,0,0,0,0,0,70211,1,172,989,1100,951,172,172,172,1811,255,-3142,-7560,13838,121,323,-221,88,-162,-333,0,1152,1062,932,0,1612,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,70211144,3,369931861,-1220604636,0,65535,65535,86,9408,255,0,0,0,0,0,0,70231,0,172,989,1100,951,172,172,172,1811,255,-3142,-7560,13838,121,323,-221,88,-162,-333,0,1152,1062,932,0,1612,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,70231145,3,369931861,-1220604636,0,65535,65535,86,9408,255,0,0,0,0,0,0,70231,0,172,989,1100,951,172,172,172,1811,255,-2835,5540,20407,-12,181,134,92,-163,-352,0,1152,1062,932,0,1612,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,70231145,3,369931861,-1220604636,0,65535,65535,86,9408,255,0,0,0,0,0,0,70231,1,172,989,1100,951,172,172,172,1811,255,-2835,5540,20407,-12,181,134,92,-163,-352,0,1152,900,1024,-2,1608,-1,-1,-1,-1,10,0,192,0,3,3
GPS_RAW_INT,70244007,3,369931860,-1220604626,0,65535,65535,91,9656,255,0,0,0,0,0,0,70231,1,172,989,1100,951,172,172,172,1811,255,-2835,5540,20407,-12,181,134,92,-163,-352,0,1152,900,1024,-2,1608,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,70244007,3,369931860,-1220604626,0,65535,65535,91,9656,255,0,0,0,0,0,0,70251,0,172,989,1100,951,172,172,172,1811,255,-2835,5540,20407,-12,181,134,92,-163,-352,0,1152,900,1024,-2,1608,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,70251143,3,369931860,-1220604626,0,65535,65535,91,9656,255,0,0,0,0,0,0,70251,0,172,989,1100,951,172,172,172,1811,255,9341,2262,12789,78,-201,161,97,-156,-352,0,1200,900,1024,-2,1608,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,70251143,3,369931860,-1220604626,0,65535,65535,91,9656,255,0,0,0,0,0,0,70251,1,172,989,1100,951,172,172,172,1811,255,9341,2262,12789,78,-201,161,97,-156,-352,0,1200,740,810,1,1608,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,70251143,3,369931860,-1220604626,0,65535,65535,91,9656,255,0,0,0,0,0,0,70271,0,172,992,1100,951,172,172,172,1811,255,9341,2262,12789,78,-201,161,97,-156,-352,0,1200,740,810,1,1608,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,70271144,3,369931860,-1220604626,0,65535,65535,91,9656,255,0,0,0,0,0,0,70271,0,172,992,1100,951,172,172,172,1811,255,-6808,-4096,15288,139,1711,-80,96,-167,-355,0,1200,740,810,1,1608,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,70271144,3,369931860,-1220604626,0,65535,65535,91,9656,255,0,0,0,0,0,0,70271,1,172,992,1100,951,172,172,172,1811,255,-6808,-4096,15288,139,1711,-80,96,-167,-355,0,1200,771,796,-1,1610,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,70271144,3,369931860,-1220604626,0,65535,65535,91,9656,255,0,0,0,0,0,0,70291,0,172,989,1100,951,172,172,172,1811,255,-6808,-4096,15288,139,1711,-80,96,-167,-355,0,1200,771,796,-1,1610,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,70291141,3,369931860,-1220604626,0,65535,65535,91,9656,255,0,0,0,0,0,0,70291,0,172,989,1100,951,172,172,172,1811,255,53,2367,14286,-793,-1082,251,88,-171,-331,0,1184,771,796,-1,1610,-1,-1,-1,-1,10,0,192,0,3,3
