-63,69
-63,69
-63,69
-63,69
-46,72
-46,72
-46,72
-39,75
-39,75
-39,75
-39,75
-41,67
-41,67
-41,67
-41,72
-41,72
-41,72
-52,67
-52,67
-52,67
-52,67
-56,69
-56,69
-56,69
-52,70
-52,70
-52,70
-48,64
-48,64
-48,64
-40,69
-40,69
-40,69
-31,70
-31,70
-31,70
-31,70
-40,69
-40,69
-40,69
-43,71
-43,71
-43,71
-60,58
-60,58
-60,58
-58,49
-58,49
-58,49
-45,54
-45,54
-45,54
-45,54
-36,48
-36,48
-36,48
-39,53
-39,53
-39,53
-43,56
-43,56
-43,56
-75,46
-75,46
-75,46
-74,52
-74,52
-74,52
-74,52
-79,30
-79,30
-79,30
-62,31
-62,31
-62,31
-60,26
-60,26
-60,26
-40,27
-40,27
-40,27
-44,29
-44,29
-44,29
-44,29
-65,21
-65,21
-65,21
-82,23
-82,23
-82,23
-78,4
-78,4
-78,4
-78,9
-78,9
-78,9
-65,9
-65,9
-65,9
-65,9
-52,0
-52,0
-52,0
-48,-8
-48,-8
-48,-8
-50,-13
-50,-13
-50,-13
-60,-21
-60,-21
-60,-21
-69,-25
-69,-25
-69,-25
-69,-25
-73,-14
-73,-14
-73,-14
-46,-19
-46,-19
-46,-19
-49,-19
-49,-19
-49,-19
-53,-19
-53,-19
-53,-19
-60,-31
-60,-31
-60,-31
-60,-31
-70,-41
-70,-41
-70,-41
-84,-39
-84,-39
-84,-39
-58,-47
-58,-47
-58,-47
-58,-47
-58,-47
-58,-47
-37,-66
-37,-66
-37,-66
-37,-66
-52,-67
-52,-67
-52,-67
-67,-72
-67,-72
-67,-72
-70,-77
-70,-77
-70,-77
-63,-83
-63,-83
-63,-83
-45,-78
-45,-78
-45,-78
-41,-89
-41,-89
-41,-89
-41,-89
-35,-90
-35,-90
-35,-90
-35,-90
-40,-95
-40,-95
-40,-95
-46,-108
-46,-108
-46,-108
-45,-110
-45,-110
-45,-110
-36,-101
-36,-101
-36,-101
-36,-101
-23,-111
-23,-111
-23,-111
-22,-115
-22,-115
-22,-115
-31,-125
-31,-125
-31,-125
-11,-127
-11,-127
-11,-127
-20,-133
-20,-133
-20,-133
-20,-133
-9,-136
-9,-136
-9,-136
-9,-136
-9,-136
-9,-136
5,-147
5,-147
5,-147
-3,-139
-3,-139
-3,-139
26,-159
26,-159
26,-159
26,-159
19,-148
19,-148
19,-148
28,-147
28,-147
28,-147
18,-152
18,-152
18,-152
32,-161
32,-161
32,-161
26,-164
26,-164
26,-164
26,-164
45,-156
45,-156
45,-156
49,-150
49,-150
49,-150
57,-157
57,-157
57,-157
56,-158
56,-158
56,-158
56,-158
56,-158
56,-158
56,-158
53,-153
53,-153
53,-153
54,-155
54,-155
54,-155
62,-147
62,-147
62,-147
73,-157
73,-157
73,-157
75,-167
75,-167
75,-167
75,-167
61,-165
61,-165
61,-165
62,-162
62,-162
62,-162
60,-167
60,-167
60,-167
80,-169
80,-169
80,-169
100,-165
100,-165
100,-165
100,-165
88,-152
88,-152
88,-152
73,-167
73,-167
73,-167
60,-164
60,-164
60,-164
74,-170
74,-170
74,-170
74,-163
74,-163
74,-163
74,-163
83,-164
83,-164
83,-164
86,-159
86,-159
86,-159
79,-175
79,-175
79,-175
53,-165
53,-165
53,-165
57,-171
57,-171
57,-171
57,-171
63,-168
63,-168
63,-168
69,-163
69,-163
69,-163
67,-162
67,-162
67,-162
70,-150
70,-150
70,-150
57,-159
57,-159
57,-159
57,-159
50,-168
50,-168
50,-168
50,-168
60,-167
60,-167
60,-167
73,-164
73,-164
73,-164
62,-157
62,-157
62,-157
65,-167
65,-167
65,-167
65,-167
65,-171
65,-171
65,-171
49,-155
49,-155
49,-155
54,-164
54,-164
54,-164
46,-150
46,-150
46,-150
46,-147
46,-147
46,-147
46,-147
53,-161
53,-161
53,-161
44,-138
44,-138
44,-138
33,-157
33,-157
33,-157
40,-158
40,-158
40,-158
45,-146
45,-146
45,-146
45,-146
44,-142
44,-142
44,-142
53,-146
53,-146
53,-146
39,-145
39,-145
39,-145
27,-148
27,-148
27,-148
31,-162
31,-162
31,-162
31,-162
32,-146
32,-146
32,-146
43,-144
43,-144
43,-144
41,-138
41,-138
41,-138
49,-150
49,-150
49,-150
37,-146
37,-146
37,-146
37,-146
39,-157
39,-157
39,-157
41,-155
41,-155
41,-155
36,-140
36,-140
36,-140
54,-150
54,-150
54,-150
61,-148
61,-148
61,-148
61,-148
58,-141
58,-141
58,-141
58,-148
58,-148
58,-148
46,-159
46,-159
46,-159
50,-144
50,-144
50,-144
78,-150
78,-150
78,-150
78,-150
80,-150
80,-150
80,-150
80,-142
80,-142
80,-142
65,-152
65,-152
65,-152
66,-151
66,-151
66,-151
67,-155
67,-155
67,-155
67,-155
82,-156
82,-156
82,-156
103,-151
103,-151
103,-151
106,-167
106,-167
106,-167
96,-145
96,-145
96,-145
75,-164
75,-164
75,-164
75,-164
91,-150
91,-150
91,-150
99,-152
99,-152
99,-152
116,-148
116,-148
116,-148
104,-155
104,-155
104,-155
110,-156
110,-156
110,-156
99,-152
99,-152
99,-152
99,-152
99,-152
86,-157
86,-157
86,-157
90,-153
90,-153
90,-153
109,-140
109,-140
109,-140
113,-151
113,-151
113,-151
112,-152
112,-152
112,-152
112,-152
92,-146
92,-146
92,-146
84,-146
84,-146
84,-146
104,-152
104,-152
104,-152
109,-162
109,-162
109,-162
130,-140
130,-140
130,-140
130,-140
113,-148
113,-148
113,-148
99,-145
99,-145
99,-145
80,-157
80,-157
80,-157
90,-153
90,-153
90,-153
114,-150
114,-150
114,-150
114,-150
121,-156
121,-156
121,-156
106,-155
106,-155
106,-155
92,-148
92,-148
92,-148
74,-151
74,-151
74,-151
62,-155
62,-155
62,-155
62,-155
76,-163
76,-163
76,-163
80,-162
80,-162
80,-162
66,-153
66,-153
66,-153
54,-147
54,-147
54,-147
43,-153
43,-153
43,-153
43,-153
28,-145
28,-145
28,-145
26,-140
26,-140
26,-140
33,-142
33,-142
33,-142
39,-138
39,-138
39,-138
27,-134
27,-134
27,-134
27,-134
19,-134
19,-134
19,-134
9,-134
9,-134
9,-134
-10,-121
-10,-121
-10,-121
1,-110
1,-110
1,-110
-13,-101
-13,-101
-13,-101
-13,-101
-6,-115
-6,-115
-6,-115
-32,-100
-32,-100
-32,-100
-41,-96
-41,-96
-41,-96
-37,-100
-37,-100
-37,-100
-24,-78
-24,-78
-24,-78
-24,-78
-31,-87
-31,-87
-31,-87
-44,-72
-44,-72
-44,-72
-56,-71
-56,-71
-56,-71
-50,-71
-50,-71
-50,-71
-40,-61
-40,-61
-40,-61
-40,-61
-53,-59
-53,-59
-53,-59
-53,-59
-53,-59
-53,-59
-57,-38
-57,-38
-57,-38
-61,-27
-61,-27
-61,-27
-46,-33
-46,-33
-46,-33
-46,-33
-46,-33
-50,-27
-50,-27
-50,-27
-66,-13
-66,-13
-66,-13
-63,-20
-63,-20
-63,-20
-71,-13
-71,-13
-71,-13
-66,-3
-66,-3
-66,-3
-66,-3
-43,10
-43,10
-43,10
-41,12
-41,12
-41,12
-53,23
-53,23
-53,23
-71,25
-71,25
-71,25
-71,15
-71,15
-71,15
-71,15
-52,31
-52,31
-52,31
-39,41
-39,41
-39,41
-35,37
-35,37
-35,37
-30,47
-30,47
-30,47
-44,62
-44,62
-44,62
-44,62
-63,64
-63,64
-63,64
-46,75
-46,75
-46,75
-41,72
-41,72
-41,72
0,79
0,79
0,79
-6,73
-6,73
-6,73
-6,73
-9,85
-9,85
-9,85
-26,84
-26,84
-26,84
-28,94
-28,94
-28,94
-5,113
-5,113
-5,113
14,107
14,107
14,107
14,107
33,113
33,113
33,113
30,115
30,115
30,115
14,115
14,115
14,115
9,107
9,107
9,107
31,123
31,123
31,123
31,123
56,124
56,124
56,124
61,129
61,129
61,129
69,115
69,115
69,115
54,130
54,130
54,130
65,121
65,121
65,121
65,121
60,118
60,118
60,118
60,118
60,118
60,118
100,119
100,119
100,119
100,117
100,117
100,117
108,122
108,122
108,122
108,122
93,111
93,111
93,111
88,125
88,125
88,125
96,121
96,121
96,121
109,123
109,123
109,123
114,125
114,125
114,125
114,125
109,116
109,116
109,116
105,110
105,110
105,110
103,107
103,107
103,107
101,99
101,99
101,99
106,99
106,99
106,99
106,99
123,98
123,98
123,98
123,98
131,102
131,102
131,102
125,94
125,94
125,94
131,90
131,90
131,90
129,83
129,83
129,83
130,79
130,79
130,79
130,79
135,82
135,82
135,82
134,76
134,76
134,76
136,78
136,78
136,78
134,73
134,73
134,73
117,77
117,77
117,77
117,77
147,69
147,69
147,69
140,65
140,65
140,65
142,59
142,59
142,59
130,75
130,75
130,75
134,76
134,76
134,76
134,76
140,84
140,84
140,84
143,79
143,79
143,79
147,73
147,73
147,73
167,84
167,84
167,84
155,83
155,83
155,83
155,83
153,87
153,87
153,87
157,83
157,83
157,83
173,81
173,81
173,81
189,81
189,81
189,81
198,79
198,79
198,79
198,79
194,81
194,81
194,81
174,70
174,70
174,70
177,72
177,72
177,72
194,69
194,69
194,69
211,62
211,62
211,62
211,62
203,75
203,75
203,75
204,61
204,61
204,61
207,61
207,61
207,61
206,67
206,67
206,67
203,62
203,62
203,62
203,62
219,65
219,65
219,65
246,52
246,52
246,52
253,60
253,60
253,60
233,54
233,54
233,54
221,31
221,31
221,31
221,31
224,24
224,24
224,24
216,33
216,33
216,33
251,25
251,25
251,25
255,26
255,26
255,26
263,16
263,16
263,16
263,16
250,16
250,16
250,16
243,8
243,8
243,8
245,-9
245,-9
245,-9
253,-4
253,-4
253,-4
253,-4
251,6
251,6
251,6
251,6
266,-9
266,-9
266,-9
253,-19
253,-19
253,-19
238,-27
238,-27
238,-27
246,-32
246,-32
246,-32
243,-35
243,-35
243,-35
243,-35
253,-29
253,-29
253,-29
257,-35
257,-35
257,-35
259,-44
259,-44
259,-44
242,-50
242,-50
242,-50
229,-53
229,-53
229,-53
229,-53
240,-60
240,-60
240,-60
246,-59
246,-59
246,-59
250,-65
250,-65
250,-65
245,-77
245,-77
245,-77
230,-78
230,-78
230,-78
230,-78
240,-84
240,-84
240,-84
220,-78
220,-78
220,-78
216,-99
216,-99
216,-99
224,-108
224,-108
224,-108
212,-105
212,-105
212,-105
212,-105
208,-108
208,-108
208,-108
210,-112
210,-112
210,-112
198,-116
198,-116
198,-116
193,-125
193,-125
193,-125
191,-124
191,-124
191,-124
191,-124
182,-113
182,-113
182,-113
177,-118
177,-118
177,-118
183,-134
183,-134
183,-134
191,-134
191,-134
191,-134
169,-142
169,-142
169,-142
169,-142
143,-150
143,-150
143,-150
152,-141
152,-141
152,-141
122,-145
122,-145
122,-145
130,-133
130,-133
130,-133
134,-141
134,-141
134,-141
134,-141
134,-151
134,-151
134,-151
123,-146
123,-146
123,-146
106,-167
106,-167
106,-167
92,-148
92,-148
92,-148
104,-157
104,-157
104,-157
104,-157
106,-147
106,-147
106,-147
116,-148
116,-148
116,-148
88,-152
88,-152
88,-152
78,-147
78,-147
78,-147
58,-158
58,-158
58,-158
58,-158
75,-147
75,-147
75,-147
69,-136
69,-136
69,-136
86,-147
86,-147
86,-147
66,-146
66,-146
66,-146
66,-146
30,-144
30,-144
30,-144
27,-144
27,-144
27,-144
27,-144
37,-146
37,-146
37,-146
33,-135
33,-135
33,-135
43,-136
43,-136
43,-136
31,-130
31,-130
31,-130
9,-131
9,-131
9,-131
9,-131
-20,-130
-20,-130
-20,-130
-22,-117
-22,-117
-22,-117
2,-116
2,-116
2,-116
9,-110
9,-110
9,-110
-6,-110
-6,-110
-6,-110
-6,-110
-27,-110
-27,-110
-27,-110
-39,-101
-39,-101
-39,-101
-40,-100
-40,-100
-40,-100
-36,-72
-36,-72
-36,-72
-20,-72
-20,-72
-20,-72
-20,-72
-28,-75
-28,-75
-28,-75
-37,-76
-37,-76
-37,-76
-61,-78
-61,-78
-61,-78
-67,-60
-67,-60
-67,-60
-62,-50
-62,-50
-62,-50
-62,-50
-49,-53
-49,-53
-49,-53
-52,-31
-52,-31
-52,-31
-54,-38
-54,-38
-54,-38
-75,-24
-75,-24
-75,-24
-80,-16
-80,-16
-80,-16
-80,-16
-71,-13
-71,-13
-71,-13
-52,2
-52,2
