mavpackettype,time_usec,xacc,yacc,zacc,xgyro,ygyro,zgyro,xmag,ymag,zmag,id,temperature
RAW_IMU,17556209,19,-550,16632,-57,58,22,118,127,334,0,3312
RAW_IMU,17577209,47,-541,16615,-65,53,9,121,124,327,0,3312
RAW_IMU,17598209,-31,-469,16667,-45,39,21,120,135,340,0,3344
RAW_IMU,17619209,-35,-511,16632,-75,60,19,116,129,339,0,3376
RAW_IMU,17640209,80,-436,16600,-60,54,34,127,125,336,0,3360
RAW_IMU,17661209,-42,-515,16672,-64,52,26,112,128,331,0,3264
RAW_IMU,17682208,-37,-582,16685,-49,42,9,126,141,325,0,3296
RAW_IMU,17703209,-86,-557,16545,-51,46,15,120,135,321,0,3376
RAW_IMU,17724209,6,-406,16632,-66,54,6,133,128,328,0,3360
RAW_IMU,17745210,5,-484,16634,-65,45,26,114,130,323,0,3296
RAW_IMU,17766210,-21,-497,16595,-55,40,1,134,131,329,0,3248
RAW_IMU,17787210,-23,-524,16633,-75,38,1,123,131,329,0,3344
RAW_IMU,17808210,-92,-517,16620,-41,35,-1,126,127,327,0,3376
RAW_IMU,17829210,-31,-513,16614,-64,45,4,125,130,318,0,3264
RAW_IMU,17850210,-35,-474,16594,-56,54,17,123,129,329,0,3344
RAW_IMU,17871210,-15,-508,16502,-63,48,43,122,138,326,0,3296
RAW_IMU,17892209,-11,-486,16676,-52,35,7,117,130,340,0,3296
RAW_IMU,17913209,-31,-462,16572,-50,44,6,117,130,323,0,3376
RAW_IMU,17934210,-87,-530,16607,-62,41,15,120,125,326,0,3360
RAW_IMU,17955210,59,-527,16609,-66,40,19,122,130,331,0,3312
RAW_IMU,17976211,-62,-492,16622,-45,50,10,130,135,333,0,3296
RAW_IMU,17997209,-55,-506,16584,-48,56,26,121,127,327,0,3344
RAW_IMU,18018212,-49,-486,16663,-50,46,20,120,128,333,0,3264
RAW_IMU,18039209,-7,-504,16590,-55,50,34,116,139,329,0,3312
RAW_IMU,18060209,25,-548,16626,-64,50,7,126,119,327,0,3312
RAW_IMU,18081211,3,-559,16674,-48,44,18,116,127,332,0,3248
RAW_IMU,18102210,-51,-560,16614,-59,49,23,129,127,322,0,3344
RAW_IMU,18123210,27,-541,16627,-53,46,28,117,133,331,0,3264
RAW_IMU,18144211,9,-513,16668,-45,56,27,117,128,331,0,3360
RAW_IMU,18165211,-25,-504,16593,-48,45,25,117,123,328,0,3344
RAW_IMU,18186217,-2,-554,16629,-64,56,8,113,139,334,0,3312
RAW_IMU,18207211,-58,-611,16599,-36,48,9,127,138,326,0,3312
RAW_IMU,18228208,-60,-512,16620,-40,61,-6,118,129,332,0,3344
RAW_IMU,18249209,-44,-478,16636,-55,57,23,126,119,334,0,3296
RAW_IMU,18270209,-10,-532,16652,-70,48,8,131,129,332,0,3296
RAW_IMU,18291210,-8,-506,16624,-53,48,4,129,124,337,0,3344
RAW_IMU,18312210,-113,-555,16631,-58,39,10,127,135,336,0,3360
RAW_IMU,18333210,-83,-553,16621,-59,45,12,120,138,336,0,3344
RAW_IMU,18354211,47,-459,16651,-59,45,15,123,127,329,0,3232
RAW_IMU,18375211,5,-448,16665,-41,56,14,113,119,325,0,3200
RAW_IMU,18396211,27,-497,16624,-57,51,32,117,128,326,0,3360
RAW_IMU,18417211,-36,-518,16545,-69,52,-2,133,135,336,0,3360
RAW_IMU,18438211,-86,-519,16605,-63,57,11,118,134,332,0,3408
RAW_IMU,18459211,-81,-463,16661,-52,41,15,127,128,326,0,3312
RAW_IMU,18480211,-10,-412,16615,-61,54,29,118,134,325,0,3232
RAW_IMU,18501208,-30,-470,16657,-57,53,22,121,131,325,0,3360
RAW_IMU,18522209,-8,-522,16646,-53,48,23,117,130,323,0,3312
RAW_IMU,18543209,-58,-562,16601,-47,42,20,127,133,316,0,3312
RAW_IMU,18564210,-20,-457,16610,-52,49,12,127,133,331,0,3344
RAW_IMU,18585211,-18,-483,16686,-53,55,15,126,129,334,0,3248
RAW_IMU,18606210,-11,-517,16690,-52,42,29,121,125,338,0,3344
RAW_IMU,18627210,25,-449,16657,-61,46,25,123,129,322,0,3376
RAW_IMU,18648210,-110,-465,16627,-54,45,16,117,128,326,0,3360
RAW_IMU,18669210,6,-466,16583,-48,50,24,122,128,323,0,3360
RAW_IMU,18690211,24,-517,16600,-53,39,15,126,134,329,0,3296
RAW_IMU,18711210,37,-430,16639,-62,53,9,113,119,334,0,3408
RAW_IMU,18732211,-80,-518,16597,-65,57,39,118,119,322,0,3376
RAW_IMU,18753211,-71,-559,16665,-53,42,29,125,133,326,0,3344
RAW_IMU,18774211,-6,-518,16640,-53,45,13,116,129,329,0,3296
RAW_IMU,18795211,39,-551,16706,-53,55,25,118,127,327,0,3344
RAW_IMU,18816208,-28,-491,16639,-65,45,12,120,125,331,0,3408
RAW_IMU,18837209,-47,-456,16605,-64,53,32,117,130,316,0,3408
RAW_IMU,18858209,-79,-454,16646,-67,51,13,123,136,329,0,3376
RAW_IMU,18879210,-9,-496,16611,-62,44,21,123,127,327,0,3344
RAW_IMU,18900210,-37,-490,16659,-62,32,-2,125,130,326,0,3424
RAW_IMU,18921211,-33,-532,16674,-62,55,2,123,134,337,0,3440
RAW_IMU,18942211,-34,-546,16627,-48,49,19,120,133,316,0,3344
RAW_IMU,18963211,1,-513,16584,-54,44,9,122,130,328,0,3376
RAW_IMU,18984211,5,-488,16650,-82,45,22,126,122,332,0,3360
RAW_IMU,19005211,-33,-522,16600,-52,52,21,118,129,344,0,3376
RAW_IMU,19026211,-22,-539,16614,-63,44,7,116,129,332,0,3360
RAW_IMU,19047211,-75,-514,16613,-65,45,3,129,131,325,0,3296
RAW_IMU,19068211,-2,-531,16647,-68,40,16,126,136,334,0,3344
RAW_IMU,19089376,32,-520,16541,-57,47,21,129,131,332,0,3264
RAW_IMU,19110210,1,-477,16666,-63,46,24,114,128,323,0,3344
RAW_IMU,19131210,-90,-473,16694,-37,52,27,131,127,337,0,3360
RAW_IMU,19152210,-20,-528,16658,-51,46,19,122,128,323,0,3344
RAW_IMU,19173211,-19,-475,16666,-48,38,16,117,130,323,0,3376
RAW_IMU,19194209,-59,-493,16628,-48,48,28,118,122,325,0,3264
RAW_IMU,19215209,8,-436,16655,-57,44,25,122,123,328,0,3360
RAW_IMU,19236210,-25,-560,16607,-41,43,12,116,127,337,0,3376
RAW_IMU,19257210,-95,-540,16616,-47,52,9,113,134,327,0,3312
RAW_IMU,19278211,35,-560,16660,-43,51,15,129,131,334,0,3408
RAW_IMU,19299209,-112,-507,16575,-53,46,33,129,134,327,0,3296
RAW_IMU,19320209,11,-534,16641,-54,36,16,121,122,325,0,3344
RAW_IMU,19341209,30,-468,16589,-60,45,21,130,128,326,0,3360
RAW_IMU,19362209,-34,-599,16578,-71,46,25,122,128,323,0,3408
RAW_IMU,19383210,9,-568,16653,-56,54,7,130,125,338,0,3232
RAW_IMU,19404208,-46,-484,16579,-64,50,8,125,128,331,0,3360
RAW_IMU,19425209,-5,-484,16591,-51,47,19,123,129,329,0,3344
RAW_IMU,19446209,21,-458,16634,-71,54,10,122,133,331,0,3376
RAW_IMU,19467209,-1,-546,16616,-50,42,26,121,134,337,0,3312
RAW_IMU,19488210,9,-566,16585,-55,47,18,121,131,327,0,3376
RAW_IMU,19509208,23,-521,16661,-67,48,6,112,118,328,0,3344
